"","X1.Methyladenosine..282.1...150.0.","X1.Methylhistamine..126.0...109.0.","X2.Aminoadipate..160.1...116.0.","X2..Deoxyuridine..229.1...113.0.","X3.Nitro.tyrosine..225.0...179.3.","X4.Pyridoxic.acid..182.1...138.0.","X5.Hydroxytryptophan..221.0...134.0.","Acetoacetate..101.0...57.0.","Acetylcholine..146.1...87.0.","Aconitate..173.0...129.0.","Adenosine..268.1...136.0.","Adenylosuccinate..462.1...79.0.","Adipic.Acid..144.9...83.0.","Alanine..90.0...44.0.","Allantoin..157.0...114.0.","Alpha.Ketoglutaric.Acid..145.0...101.0.","Aminoisobutyrate..104.1...86.0.","AMP..346.1...134.0.","Anthranilate..136.0...118.0.","Arginine..175.1...70.0.","Asparagine..133.1...74.0.","Aspartic.Acid..132.0...88.0.","Betaine..118.0...58.0.","Biotin..243.1...200.0.","Carnitine..163.1...85.0.","Choline..104.1...60.0.","Citraconic.Acid..129.0...85.0.","Citrulline..174.0...131.0.","Creatine..132.1...90.0.","Cystamine..153.0...108.0.","Cystathionine..221.1...134.0.","Cystine..239.0...97.0.","Cytidine..244.1...112.0.","Cytosine..112.0...95.0.","D.GA3P.DHAP..168.9...78.8.","Dimethylglycine..104.1...58.0.","D.Leucic.Acid..133.1...87.0.","DTMP..321.1...79.0.","Epinephrine..184.1...166.3.","Erythrose..199.0...97.0.","F16BP.F26BP..339.0...79.0.","Fructose..179.0...89.0..3..","Fumaric..115.0...71.0.","G16BP..339.0...79.0..2..","gama.Aminobutyrate..102.1...85.0.","Glucoronate..193.0...113.0.","Glucose..179.0...89.0.","Glutamic.acid..148.1...84.0.","Glutamine..147.1...84.0.","Glutaric.Acid..131.0...87.0.","Glyceraldehyde..89.0...59.0.","Glycerate..105.0...75.0.","Glycerol.3.P..171.0...79.0.","Glycine..76.0...30.2.","Glycochenodeoxycholate..448.3...74.0.","Glycocholate..464.3...74.0.","Guanidinoacetate..116.1...70.0.","Guanosine..284.1...152.0.","Histidine..156.1...110.0.","Homogentisate..167.0...123.0.","Homovanilate..181.0...137.0.","Hydroxyproline.Aminolevulinate..132.1...86.2.","Hypoxanthine..135.0...92.0.","Hyppuric.Acid..178.0...134.0.","IMP..347.0...79.0.","Inosine..269.1...137.0.","Kynorenate..188.0...144.0.","lactate..89.0...43.0.","Leucine.iso.Leucine..132.1...86.2..2..","Linoleic.Acid..277.1...259.0.","Linolenic.Acid..279.1...261.0.","L.Kynurenine..209.1...94.0.","Lysine..147.1...84.0..2..","Malate..133.0...115.0.","Maleic.Acid..115.0...71.0..2..","Malonic.Acid.3HBA..103.0...59.0.","Margaric.Acid..269.1...251.3.","Methionine..150.1...61.0.","MethylSuccinate..131.0...113.0.","N2.N2.Dimethylguanosine..312.1...180.0.","N.AcetylGlycine..116.0...74.0.","Niacinamide..123.0...80.0.","OH.Phenylpyruvate..179.0...107.0.","Ornithine..133.1...70.0.","Orotate..155.0...111.0.","Oxalic.Acid..89.0...61.0.","Oxaloacetate..131.0...87.0..2..","Pentothenate..218.1...88.0.","PEP..166.9...79.0.","Phenylalanine..166.1...120.2.","Proline..116.1...70.0.","Propionate..73.0...55.0.","Pyridoxal.5.P..246.0...96.9.","Pyroglutamic.Acid..130.0...83.4.","Pyruvate..87.0...43.0.","Reduced.glutatione..306.1...143.0.","Salicylurate..196.1...152.0.","Serine..106.0...60.0.","Shikimic.Acid..173.0...93.0.","Sorbitol..183.0...91.0.","Succinate.Methylmalonate..117.0...73.0.","Taurine..126.0...108.0.","Threonine..120.1...102.0.","Trimethylamine.N.oxide..76.1...58.0.","Tryptophan..205.1...146.0.","Tyrosine..182.1...136.3.","Urate..167.0...124.0.","Uridine..245.0...113.0.","Valine..118.1...72.0.","Xanthine..151.0...108.0.","Xanthosine..283.1...151.0.","Xanthurenate..204.0...160.0."
"134"," 0.263352406","-0.186333867"," 0.776310704","-0.9139397492","-0.7835763535"," 0.21818633"," 0.0607271824"," 1.05311626"," 1.4025054441"," 0.754748706","-0.601263123"," 0.231128696"," 0.835608473","-0.005170284"," 1.14379246"," 0.575378202"," 0.414926877"," 0.504242684","-0.915352983","-0.2889452505","-0.450037160","-0.230064308"," 0.199216112","-1.09269053"," 0.25904961","-1.354291229"," 0.646836884"," 0.135618753","-0.620278315","-0.6608688072","-0.420329459"," 0.607062172"," 0.650373033"," 0.488396845"," 0.25324415"," 0.026072586","-0.199064784","-0.421377282"," 0.11054219","-0.76700528","-0.525170737"," 0.266275499","-0.241579683","-0.41821370"," 0.33383586","-0.593370617"," 0.288251541","-0.225297994"," 0.277762396"," 1.73058984","-1.6345443288","-1.4093954961"," 0.036728386","-0.684142998","-1.51513105","-1.318705107"," 0.36387963","-0.084131529"," 0.01665392"," 0.04541356","-0.222336881","-1.188021112","-0.23718349"," 0.30800464","-0.544369963","-0.127519579"," 0.440216725"," 0.472111716","-0.234558966"," 0.3555929638"," 0.809954367","-0.152046980","-0.178322458"," 0.1621160812","-0.282543440"," 1.315807913","-0.651851948","-0.447416474","-0.243806196","-0.295016186"," 0.621318376","-0.87496269"," 0.02349665"," 0.06673054"," 0.6757317817"," 3.438725e-01"," 2.4177321528","-1.82501279","-0.562615424"," 0.020042772","-0.034922232"," 0.885488962"," 1.03965507"," 1.419552934"," 0.127098482","-0.57102686"," 0.226722761","-0.862647669","-0.132827668"," 0.3063720858"," 0.537649496"," 0.1293752359"," 0.006491086","-0.433272302"," 0.074315515"," 0.03718944"," 0.0895131697","-0.2173897113","-0.118224255","-0.18300621","-0.443640868"," 0.111229894"
"135","-1.026279788","-1.753183852","-0.223935477","-0.3674307346","-0.7847544810","-0.77721505","-0.5438455138","-0.11048764","-0.8719853218","-0.427151383","-1.025007357","-0.167725971","-0.259353871","-1.403353600","-0.17033562","-1.328133584","-0.639184166","-0.664009940","-0.081918729","-0.5237171190","-0.465699069","-0.324687716","-0.866435299","-1.04522774","-0.54246867","-0.362132513","-0.639594852","-0.928645499"," 0.122987759","-1.3091396201","-1.993351995","-0.481082336","-0.565908076"," 1.261064205","-0.78745597"," 0.012161569"," 1.387605046","-0.599237972","-0.51671948","-0.94632307","-1.100213368"," 0.186377546","-0.269923547","-1.34591134","-1.30729876","-1.156894226","-0.554731583","-1.038396605","-1.358204618","-0.24931189"," 0.0143190099","-0.4734003957","-0.596505189","-1.273147973"," 0.79916808"," 0.328526235","-0.09339197"," 0.982822107","-1.06988066","-0.63891056","-0.721584307","-1.527690139","-1.25923435","-0.68798897","-1.216915707"," 0.708516395","-1.129799071","-0.672154530","-0.579129989","-0.4398436270","-0.624254782","-1.300229219","-0.187049097","-0.6215578026","-0.426409619"," 0.493707330","-1.492195428","-0.445365517","-0.415209008","-1.131836275"," 0.684915765","-0.38815588","-2.06076611","-1.53853070"," 0.7092415454","-2.407012e-01","-0.1524531847","-0.38257814","-1.216171356","-0.585618333","-1.594748224"," 0.693882639","-0.67556873","-2.244772348","-1.290311359","-0.81251452","-0.754296577","-0.118001900"," 1.236184760","-0.6251722048","-0.213552894","-1.7629808478","-0.403768048","-1.022584197"," 0.142548459","-0.65594049","-0.6720457117","-0.7814565064","-0.306280601","-0.96059507","-0.188306346","-0.042912084"
"136","-0.083203170"," 0.228522717"," 0.656502568","-0.2841866400"," 0.4039521418","-0.13729244","-0.1618057245"," 1.08541225"," 0.8465993282"," 0.967494823"," 1.470244649","-0.105257124"," 0.891470773"," 0.146212439"," 1.68214546"," 0.202386661","-0.851154373","-0.136585117"," 0.748756853","-0.2765387785","-0.278165208","-1.081783368","-0.634762442","-0.76162671"," 0.29782198","-0.916113270"," 0.766409250"," 0.147679278","-1.374616745"," 4.8904224310","-1.957051125","-0.601108183"," 0.297400199"," 2.978229299","-0.66176800","-0.654287309"," 2.931269013"," 0.174599890","-0.74571351","-0.99334749"," 0.712825636"," 0.375437758"," 0.789438634"," 0.51009451"," 0.26755534","-0.129945827"," 0.322060442","-0.464613316"," 0.280615281"," 0.58862770","-0.2196216268","-0.0182624985"," 0.597098741","-0.345117791","-0.22521185"," 0.100911053","-0.42409440","-0.348092505","-0.49998348","-0.03145205"," 0.331667342","-0.226094342","-0.71015129"," 2.33214027","-0.428198258","-0.373104727"," 0.417903428"," 0.107181018","-0.428086205"," 0.6800616893"," 0.804575608","-0.499870046","-0.551711095"," 0.5687153740"," 1.000929792"," 0.741235943"," 0.148789039","-0.291041185","-0.511585444"," 0.058776883"," 1.071717086"," 2.14393483","-0.30514343","-1.29100103","-0.4222925076"," 1.075917e-01"," 0.6862128060"," 0.72800943","-0.960308926","-1.088401020","-0.335652837","-0.158671757","-0.34539196"," 0.760872077"," 0.354557728","-0.11001200"," 0.412098605","-1.263084532","-0.005845133","-0.4680847328"," 0.964686652"," 0.3685189751","-0.906744202"," 0.608134783","-0.071312379","-0.31512212"," 0.4205895807","-0.4210941737","-0.140608457","-0.67388180"," 0.290040163"," 0.002469295"
"137"," 1.338541747"," 0.294598092"," 2.101695830"," 1.4007795112"," 1.0482871402"," 0.90182407"," 1.1037106469"," 1.50111806"," 0.2687454963"," 2.113678892"," 2.988418080"," 0.594291823"," 2.061515259"," 0.192208585"," 1.17652543"," 0.956457285"," 0.474450514"," 0.601829959"," 1.432795833"," 0.1301186541"," 1.010329899","-1.127673153"," 0.222765096"," 1.15457348"," 0.14793375"," 1.180161215"," 2.136395023"," 2.334303718"," 0.861318556"," 0.8145713140"," 0.054304615"," 0.666636715"," 0.276708529"," 0.581138705"," 0.74610736","-0.600561759"," 1.548948629"," 0.965597026"," 0.09921227","-0.98015020"," 1.407889941"," 0.910555412"," 0.250563063"," 1.04196986"," 0.75950477"," 1.272384525"," 0.818292184","-0.647470561"," 1.170526266"," 0.80267977"," 0.5535130832"," 0.5950592362"," 0.366332038"," 1.274460629"," 0.42049147"," 1.561441485","-1.87145584","-0.323579112","-0.84895340","-1.46130736"," 0.735501716"," 3.046836051"," 0.77994961"," 1.62056345","-0.667703500"," 0.410901109"," 1.358876392"," 0.988301697","-1.904390685"," 1.6010018380"," 1.050384240","-0.162084264"," 0.999244061"," 1.4566102595"," 0.581523710"," 0.867719944"," 1.137749541"," 1.121969276"," 0.652640319"," 1.001341816"," 0.788771795"," 0.55369047","-0.23276746"," 1.03672491","-0.0003185691"," 1.124271e+00"," 0.7313125397"," 2.50500477"," 0.531282634","-0.980013272"," 0.494001472","-0.269332873"," 0.58023367"," 0.303387499"," 1.008983482"," 0.97592087"," 0.006575627"," 0.497646574","-0.744909709","-0.7333005918"," 0.915629718"," 0.6970450981"," 0.271770887"," 0.921820173","-1.268421592","-1.10766324","-1.1290864142"," 0.2341790311","-2.529118642"," 0.40127857"," 0.486726424","-0.950478027"
"138"," 1.533042294"," 0.390913266"," 0.904426100","-1.1916905625","-0.3538910929","-0.75274405","-0.4048205780"," 1.51059047"," 0.0784929145"," 0.782795990"," 1.153635842","-0.068944934"," 0.138364105","-0.507636152","-1.66377063","-0.854534339","-0.750742379","-0.289475365"," 0.249704859","-0.4616697531","-0.477325975","-2.309283869","-0.344877021","-1.34220209"," 0.72014966"," 0.255871991"," 0.784539967","-0.537038593"," 0.985653999","-0.6110848532","-0.146038855","-0.471425040"," 0.347979377","-0.399889978","-0.48601392"," 1.113430325","-0.638123001","-0.906322210"," 0.32426345","-1.08907898"," 0.418324616"," 0.045746358","-1.256396123","-0.45789838","-1.41293520","-0.299488171","-0.241114192","-1.299018783","-0.797818665","-0.42721171"," 0.0359686793","-0.7044097820"," 0.115910402","-0.023633311","-1.28905569"," 0.020839270"," 1.38609288"," 0.514893049"," 0.31501829"," 1.05842240","-1.138101467","-0.242381142","-0.89020506","-0.16174273","-0.306668941","-0.011888068"," 0.445424441","-0.297652025"," 0.799444378"," 0.3638657225"," 0.515821162","-0.051157972"," 0.053639244"," 1.4481802163","-0.854907009"," 1.128723561","-0.679622408","-0.426190952","-0.250897390","-0.232141690"," 1.642346284","-0.81496134","-0.79411099"," 0.04480643","-0.3068582130","-5.278436e-01","-0.5064022913"," 1.56471488","-0.928190627","-1.474959886","-0.634325712"," 0.160103395","-0.69558578","-1.057868249","-0.229453999","-0.14931316"," 0.059593436"," 0.225062514"," 0.319925450","-0.5589153104"," 0.274676767","-0.3159661518"," 0.120047830","-0.220487982","-0.701503800","-0.62194338"," 0.5525784656","-0.5886969192"," 1.218114437","-0.94765826","-0.789370474","-1.239846587"
"139"," 0.270029022"," 0.175598032"," 0.423598722","-0.0574446054","-0.1665718662"," 0.16789173"," 0.5426147054"," 1.50493380"," 2.0086423604"," 0.874818851"," 1.726319402"," 0.007242535"," 0.719002907","-0.146783803"," 0.05761903"," 0.563302617","-0.532941055","-0.141689581","-0.794567459","-0.3306606519","-0.284676790","-1.515906465"," 0.270450110","-1.38002980"," 0.48648770","-1.145797576"," 0.992252575"," 0.158794566","-0.519244988","-0.6192561757","-1.093813753"," 0.294574926"," 1.235417123"," 0.386076963","-0.28896700"," 0.233804175","-0.011784396","-1.004718574"," 0.19115962","-0.91713936"," 0.901928431"," 0.078038467","-0.348502382"," 0.19809723"," 0.06827468","-0.231019558"," 0.155079359","-0.457235345"," 0.550180019"," 1.83244498","-0.0880788287","-1.4371423480","-0.724437046","-0.820292626","-1.63148663"," 0.173931722"," 0.85746403"," 0.542261250"," 1.19190234"," 0.36103244","-0.166763457","-1.157940118","-0.33165753"," 0.28895792","-0.688156817"," 0.450623065"," 0.382998565"," 0.350244170","-0.355928856"," 0.3478238734"," 0.602652337","-0.054337663","-0.303049936"," 1.1087602554","-0.135236828"," 1.267360868"," 0.499419876","-0.321932594","-0.597159209"," 0.823650403"," 0.635643241","-2.29942179","-0.97571751"," 0.43256916"," 0.2360219970"," 1.092756e-01"," 2.3091511237","-1.45657524","-0.812673263","-0.203564103"," 0.180562354","-0.118867378"," 0.93305495"," 1.397722886"," 0.317261128","-0.05384122"," 0.526803168","-1.008147593","-0.161262818"," 0.2080874220"," 0.204614591"," 0.4727585831"," 0.127280970","-0.421484410"," 0.062978683"," 0.12620887"," 0.0261842321","-0.3478905256"," 0.061166393","-0.46073951"," 0.290757053","-0.703383236"
"140"," 1.452024667"," 0.336338464"," 0.847165926"," 1.0389906426"," 1.1843353231"," 1.04847776"," 1.4407739479"," 0.16664984","-1.3523374030","-0.089690433"," 0.764797230"," 0.050226829"," 0.751121173"," 0.476175945","-0.67976896"," 1.586077882"," 1.247604680"," 1.158857648"," 0.690187184","-0.0410819447"," 1.070834511","-1.223106772","-0.507716414","-0.07741937"," 0.57703458"," 1.376448564"," 0.114070012"," 1.757321596"," 1.662232633"," 0.9354973417","-0.065281922"," 1.155886133"," 0.904339906","-0.843845581"," 1.10736035"," 0.270942515","-0.161462697"," 0.022824329"," 1.63183802","-0.40523790"," 1.621350711"," 0.367366715"," 0.008582062"," 0.79981687"," 1.74820748"," 0.273029721"," 1.808737806"," 0.849384588"," 1.714692969"," 0.71601749"," 0.8013222478"," 0.2682513451","-0.332919843"," 1.072361289"," 0.65350172","-0.081439917"," 0.72825056"," 0.410853462"," 1.42913762"," 1.13028899"," 0.477474589"," 0.707994656"," 0.41262474","-0.20291504","-0.087157546","-0.027186399"," 1.004010338"," 1.846431681"," 0.253246507","-0.0818145933","-0.035502463"," 1.715927316"," 0.545093249"," 1.4208175143"," 0.295486191","-0.928286682"," 0.014029674"," 0.677324736"," 0.766491446"," 0.517862864"," 1.600021202","-0.67056239"," 0.23018005","-0.14554478"," 0.8334817664"," 1.902862e+00"," 0.9479177982"," 1.11174401"," 0.274900178","-0.054686333"," 0.825294350"," 0.395169296","-1.06360778"," 1.031940495"," 1.755010238"," 1.27465677"," 1.012113332","-0.404211767"," 1.064642132"," 0.4889100996","-0.034094603"," 0.3498388655","-0.589765170"," 1.177633561"," 0.365112526"," 0.57736057"," 0.9639168027"," 0.2144877526"," 0.390173221","-0.06104569"," 0.356477850"," 0.168954791"
"141","-0.785403685"," 0.194616542"," 0.579446939","-0.3294739578","-1.0425559688","-0.01410818"," 0.3918162593"," 1.45589766"," 0.6922710680","-0.020230073"," 2.283788231"," 0.842938346"," 0.124930821","-0.568274897","-0.74898040"," 0.067395295","-0.722353091","-0.021869940","-1.144316150"," 0.9641631278"," 0.630728883","-2.067959913"," 1.404773066","-0.65707756"," 0.71101774","-0.110306641"," 0.089924546"," 0.825895820"," 1.134696240","-0.2310275704","-0.846185849","-0.516236078","-0.052644472"," 0.386275847","-0.31423737"," 0.689947283","-0.152271782","-0.616498772"," 0.00940902","-0.18383975"," 0.743255407","-0.390258560","-0.621330193"," 0.23852467"," 0.28008694","-1.132856394","-0.204039549","-1.986483106"," 0.098696692","-0.21782835","-0.3464273450","-1.7329277297"," 0.157858993","-0.007949608"," 0.52856614"," 0.783591123"," 0.14553268"," 1.282561471"," 1.36951568"," 0.10259430","-0.277438907"," 0.013469646","-0.74371174","-0.81304510","-0.538206233"," 0.971091858","-0.250632153","-0.232538237"," 1.169907708","-1.6477790557","-1.524467131","-0.534459334"," 0.416045473"," 0.5371159139","-0.304115743"," 0.779993582"," 1.347920575"," 0.902801067"," 0.573369674","-1.577029096"," 0.711617999","-0.78366656","-0.32545627"," 0.98990253","-0.3889901573","-2.665877e-01","-0.4279110844","-1.66472941","-0.069643252","-0.849218065","-0.514717195","-0.176267904","-0.31055432","-0.430996414"," 0.010687329","-0.15371197","-0.015644055"," 0.664770924","-0.158112344"," 0.1677058237","-0.132451106"," 0.1264139304"," 1.453323996","-1.487283977"," 0.926352186","-0.11016055","-0.0483525632"," 0.4698151067"," 1.019279243","-0.83830013","-0.339234650"," 0.331161065"
"142","-0.850420070"," 0.061761398"," 0.512859282","-1.2676657137","-0.8068720219","-0.40262566","-0.4218807389"," 2.20632389","-0.4766403617"," 0.813510116"," 1.844319559"," 0.213975103"," 0.398613717","-1.252495272","-0.90942423","-0.823521817","-0.772956844","-0.795948819"," 0.303507772","-0.2497115294","-0.078075488","-2.251241700"," 0.776083360","-1.77831954","-1.23641096","-1.608499070"," 1.053423094","-0.943316942","-1.708268578","-0.9023672720","-0.693293566","-0.343414010"," 0.687904117"," 0.156102274","-0.49593670"," 0.667396941"," 0.323945339","-1.005047686","-0.02346686","-0.81076804"," 0.547298363","-0.372421527","-0.876448745","-0.02892790","-0.77234103","-1.036472275","-0.898148819","-2.960574098","-0.634267597","-0.07783059","-0.9997534989","-0.8120333183","-0.119841083","-0.530738216","-1.45582366","-0.849126435","-0.06617592"," 1.009913384"," 0.20178852"," 0.23877208","-0.452146040","-1.067095577","-2.07637412","-0.70387923","-2.292950180"," 0.706617356","-0.733652366","-0.883805250"," 0.212089828","-0.0253389870"," 0.085192645","-1.441520248","-0.004917942"," 1.5210468993","-0.494956192"," 1.526333521","-0.495225329","-0.544182290","-0.591159351","-1.001598238","-0.531828106","-1.69039431","-0.60273159","-0.82951787"," 0.0114128328","-7.458198e-01"," 0.3448758161"," 1.11958199","-0.925081341","-1.017146025","-0.923124908"," 0.191269418","-1.36160705"," 0.123269038","-0.680992746","-0.75845242","-0.020377311","-0.603568454","-0.625140400","-0.8286501326"," 0.466905160","-0.1723828687","-1.104712323","-0.819744951","-0.692528603","-1.00368568","-0.1204857654"," 0.3312873067"," 0.343200092","-2.75317635","-0.658332743","-1.316573366"
"143","-0.234193507","-1.061975972","-1.262980813","-1.2345268177","-0.4129379886","-0.95859463","-0.5121725893","-0.17635561"," 0.9672242335","-1.447593871"," 2.244414284","-0.250256608","-0.369508690"," 0.912670796","-0.81360126","-0.562724373","-2.091593680","-0.616481032","-0.430586952"," 0.0385443036","-0.166136969","-1.629506692"," 1.087265046","-0.81195455"," 0.13083961","-1.450513613","-1.587152644","-0.670313163","-1.130941158"," 0.1706487767","-0.338687412","-1.738486585","-0.268694798","-0.663912042","-1.26530884"," 0.676478188"," 0.017132251","-0.734030188","-0.52815056","-1.68341645"," 0.343514561","-0.574710765","-1.865817790","-0.84866512","-0.49059530","-1.025777917","-0.224607416"," 0.082598923","-0.648028924","-0.49607272"," 0.0155116892","-1.5118833929","-0.997945462","-1.360631774","-1.49266389"," 0.837671985"," 0.47503306"," 1.058061003"," 0.46842386","-0.25204149","-1.686737404","-0.649171785","-0.48077825","-0.28652655","-0.627342646"," 1.272197698","-1.189562467","-0.038415794"," 0.308644580","-0.6858815743","-0.729245041"," 0.067115179","-0.019358572","-0.1540795174","-1.530613853","-1.199919121","-1.626093198"," 0.773412425","-0.262620149","-0.310935572","-1.069892628","-2.02950519","-1.29660221","-0.55173404","-0.5023060413"," 3.177487e-02","-0.1937973379"," 0.20267018","-1.091427444","-0.514903261","-0.418937969"," 1.154377815","-0.50271466","-1.522126831"," 1.420134226","-1.49328364","-0.537808342","-1.980916218"," 0.302569911"," 0.6579144917","-1.403016866","-0.9685192181","-0.375629280","-0.438508825"," 0.681922784"," 0.60570663","-0.6154575748","-0.8292709069"," 0.509334223","-0.79412274"," 0.098270049"," 0.625041464"
"144"," 0.619375810","-1.396959302","-0.573932756","-0.3416509132"," 0.1399989678"," 0.22730768"," 0.1643284128"," 1.21785900","-0.0147021186"," 0.328066714"," 1.946517447"," 0.203137078"," 0.203361301"," 0.162100423","-0.08250759","-0.578991154"," 0.394152812","-0.319052810","-0.226448478","-0.3795753091","-0.537961259","-1.636984660"," 1.051782484"," 0.10084284"," 0.47756617"," 0.452696711"," 0.320279932","-0.198283530"," 0.215747523","-0.0417242043","-0.350557579"," 0.402042473"," 1.115684246","-1.523839987","-0.12876665"," 0.445936844","-0.716988332","-0.721990930"," 0.11445746","-0.04331543"," 0.770421880"," 0.210959246","-0.478742298"," 0.18494048"," 0.63665877","-0.579746152"," 0.345552532"," 0.376540129","-0.614335812"," 0.32756478"," 0.0685800526","-0.8955531178","-0.940702609","-1.293389387"," 0.54326504"," 0.958958958"," 0.66302679"," 1.169632132"," 0.08777354"," 0.54084232"," 0.168116109","-0.626301675","-0.61470551","-0.67284727"," 3.532348900"," 0.838962994"," 0.265096807"," 0.405446151"," 0.341918535"," 0.5007844210"," 0.673274101"," 0.097973509"," 0.620737222"," 0.6600498225","-0.358558225"," 0.660548002"," 1.927954649","-0.068737935","-0.379247140"," 0.098957278","-0.047993685","-1.90801425","-0.29978256"," 0.50334218","-0.5140649181"," 3.243128e-01"," 0.1028530905"," 0.79506924","-0.584681597"," 0.217981448","-0.260472512"," 0.848395996"," 0.31733163","-0.378438570"," 0.747573747"," 0.08290066"," 0.883613803","-0.376801643","-0.356118169"," 0.5443287169"," 0.176280888","-1.1856775550","-0.401756746","-0.031370131"," 0.623886577"," 0.74652493"," 0.3965534968"," 1.2655298989"," 0.474756570","-0.88646398"," 0.576039500"," 0.794399127"
