"","X1.Methyladenosine..282.1...150.0.","X1.Methylhistamine..126.0...109.0.","X2.Aminoadipate..160.1...116.0.","X2..Deoxyuridine..229.1...113.0.","X3.Nitro.tyrosine..225.0...179.3.","X4.Pyridoxic.acid..182.1...138.0.","X5.Hydroxytryptophan..221.0...134.0.","Acetoacetate..101.0...57.0.","Acetylcholine..146.1...87.0.","Aconitate..173.0...129.0.","Adenosine..268.1...136.0.","Adenylosuccinate..462.1...79.0.","Adipic.Acid..144.9...83.0.","Alanine..90.0...44.0.","Allantoin..157.0...114.0.","Alpha.Ketoglutaric.Acid..145.0...101.0.","Aminoisobutyrate..104.1...86.0.","AMP..346.1...134.0.","Anthranilate..136.0...118.0.","Arginine..175.1...70.0.","Asparagine..133.1...74.0.","Aspartic.Acid..132.0...88.0.","Betaine..118.0...58.0.","Biotin..243.1...200.0.","Carnitine..163.1...85.0.","Choline..104.1...60.0.","Citraconic.Acid..129.0...85.0.","Citrulline..174.0...131.0.","Creatinine..114.1...44.0.","Cystamine..153.0...108.0.","Cystathionine..221.1...134.0.","Cystine..239.0...97.0.","Cytidine..244.1...112.0.","Cytosine..112.0...95.0.","D.GA3P.DHAP..168.9...78.8.","Dimethylglycine..104.1...58.0.","D.Leucic.Acid..133.1...87.0.","DTMP..321.1...79.0.","Epinephrine..184.1...166.3.","Erythrose..199.0...97.0.","F16BP.F26BP..339.0...79.0.","Fructose..179.0...89.0..3..","Fumaric..115.0...71.0.","G16BP..339.0...79.0..2..","gama.Aminobutyrate..102.1...85.0.","Glucoronate..193.0...113.0.","Glucose..179.0...89.0.","Glutamic.acid..148.1...84.0.","Glutamine..147.1...84.0.","Glutaric.Acid..131.0...87.0.","Glyceraldehyde..89.0...59.0.","Glycerate..105.0...75.0.","Glycerol.3.P..171.0...79.0.","Glycine..76.0...30.2.","Glycochenodeoxycholate..448.3...74.0.","Glycocholate..464.3...74.0.","Guanidinoacetate..116.1...70.0.","Guanosine..284.1...152.0.","Histidine..156.1...110.0.","Homogentisate..167.0...123.0.","Homovanilate..181.0...137.0.","Hydroxyproline.Aminolevulinate..132.1...86.2.","Hypoxanthine..135.0...92.0.","Hyppuric.Acid..178.0...134.0.","IMP..347.0...79.0.","Inosine..269.1...137.0.","Kynorenate..188.0...144.0.","lactate..89.0...43.0.","Leucine.iso.Leucine..132.1...86.2..2..","Linoleic.Acid..277.1...259.0.","Linolenic.Acid..279.1...261.0.","L.Kynurenine..209.1...94.0.","Lysine..147.1...84.0..2..","Malate..133.0...115.0.","Maleic.Acid..115.0...71.0..2..","Malonic.Acid.3HBA..103.0...59.0.","Margaric.Acid..269.1...251.3.","Methionine..150.1...61.0.","MethylSuccinate..131.0...113.0.","N2.N2.Dimethylguanosine..312.1...180.0.","N.AcetylGlycine..116.0...74.0.","Niacinamide..123.0...80.0.","OH.Phenylpyruvate..179.0...107.0.","Ornithine..133.1...70.0.","Orotate..155.0...111.0.","Oxalic.Acid..89.0...61.0.","Oxaloacetate..131.0...87.0..2..","Pentothenate..218.1...88.0.","PEP..166.9...79.0.","Phenylalanine..166.1...120.2.","Proline..116.1...70.0.","Propionate..73.0...55.0.","Pyridoxal.5.P..246.0...96.9.","Pyroglutamic.Acid..130.0...83.4.","Pyruvate..87.0...43.0.","Reduced.glutatione..306.1...143.0.","Salicylurate..196.1...152.0.","Serine..106.0...60.0.","Shikimic.Acid..173.0...93.0.","Sorbitol..183.0...91.0.","Succinate.Methylmalonate..117.0...73.0.","Taurine..126.0...108.0.","Threonine..120.1...102.0.","Trimethylamine.N.oxide..76.1...58.0.","Tryptophan..205.1...146.0.","Tyrosine..182.1...136.3.","Urate..167.0...124.0.","Uridine..245.0...113.0.","Valine..118.1...72.0.","Xanthine..151.0...108.0.","Xanthosine..283.1...151.0.","Xanthurenate..204.0...160.0."
"97"," 0.95145875"," 1.368430995"," 0.71509042"," 1.252489259"," 1.005517187"," 1.014066455"," 1.151562571"," 0.327785374"," 1.12277662"," 0.400124644"," 0.108589299"," 1.339461415"," 0.2444268775"," 1.036615811"," 1.45362562"," 1.108343e+00"," 0.61509730"," 1.04106471"," 0.386981226"," 0.98999844"," 1.403749662"," 5.621823e-01"," 1.122112355"," 1.8207512101"," 1.3297159578"," 0.89184059"," 0.174643404"," 1.20159008"," 1.156815106"," 0.8258981628"," 0.781023434"," 1.080501249"," 1.47330824"," 0.688145290"," 1.175203730"," 1.455086301"," 0.199216535"," 0.9136299362"," 0.873812261"," 1.438796198"," 0.921307396"," 0.60748367"," 0.892388838"," 1.073557434"," 0.882018456","-0.0013009936"," 0.915281273"," 0.870826147"," 1.04693131"," 1.7531712650"," 1.156116180"," 0.6166952527"," 0.929094562"," 9.070521e-01"," 0.625435068"," 0.7331882355"," 0.898422455"," 0.73443904"," 1.420209041"," 1.56784745"," 0.838314455"," 0.43005705"," 1.963063394","-0.58077214"," 0.609207404"," 1.23816997"," 0.165505859"," 0.88732916"," 1.210836628"," 0.4525621155"," 0.539035183"," 0.67752042"," 1.510606772"," 0.149349975"," 0.941290157"," 0.014475431"," 0.831721013"," 1.278984970"," 1.387405426"," 1.134240864"," 0.333854449"," 1.386415034"," 0.831994965"," 1.618333071"," 1.1973935899"," 0.783195244"," 1.90267479","-0.120020572"," 1.792307748"," 0.926134677"," 1.359355483"," 1.14569535"," 1.13787942"," 0.92972021"," 0.208342802"," 1.052369222"," 0.744681538"," 1.3077282286"," 1.029620751"," 1.103289327"," 0.972411131"," 1.12930804"," 1.34632066"," 0.236047325"," 1.46912206"," 1.181115560"," 1.536180663"," 1.62865774"," 1.080354869"," 1.482448343","-0.153031980"," 1.558242213"
"98","-0.21240435"," 0.342113660"," 0.66512439"," 0.333275196"," 0.083901926","-0.047466910","-0.123695368","-0.407434035","-0.01156438"," 0.124431341","-0.339435079"," 0.675468608"," 0.2764901981"," 0.224756106"," 0.95464502","-3.043795e-05","-0.14710423"," 0.13419231"," 0.373360404"," 0.10354658"," 0.194320942"," 5.400716e-01"," 0.027006433"," 0.3811152105","-0.0149022181","-0.18057698"," 0.084538448","-0.43361771","-0.104945036","-0.1119290083","-1.667800077","-0.228112312","-0.22067145"," 0.944935490"," 0.004624074"," 0.155990751"," 1.121066950"," 0.0462329892","-0.202656254"," 0.005473018"," 0.096597033"," 0.38380702"," 0.177379293"," 0.394096933"," 0.106107861","-0.5836218665"," 0.126436870"," 0.093640769","-0.03094998","-0.2312516266","-0.058448743"," 0.8908126174"," 0.430490516"," 4.469195e-01","-0.882358184","-0.5420591491","-0.007564850","-1.68143642","-0.227459443","-0.01867423"," 0.095807218"," 0.05576318"," 0.073210297","-0.29953944"," 2.806844818","-2.45500492"," 0.260260197"," 0.10312118","-0.092959092"," 0.7738210955"," 0.748647985","-0.48838898"," 0.311095843"," 0.120946228","-0.074269164"," 0.849393195"," 0.010009594"," 0.163374411"," 0.192700233","-0.075733737"," 0.703891361"," 0.555462708","-0.204207490"," 0.301056009"," 0.0206021613"," 0.202329133","-0.21073814"," 0.702755701"," 0.753892353"," 0.264972939","-0.543485398","-0.94017782","-0.76186085","-0.52039388","-0.216778815","-0.132939904","-0.122212077"," 0.5983696750"," 0.841009773"," 0.183459390","-0.001660649"," 0.60296778"," 0.15713590"," 0.613463567","-0.10345335"," 0.174213044","-0.002355858"," 0.83948365","-0.312873220","-0.005305489"," 0.082204893","-0.020385758"
"99"," 0.71218821"," 0.528749751"," 0.39433324"," 0.531708850"," 0.908428757"," 0.423286107"," 0.384094595"," 0.434651937"," 0.63145859"," 0.445154268","-0.148092553"," 0.975726663"," 0.1765736222"," 0.443869414"," 1.28026459"," 1.513620e-01"," 0.54238013"," 0.48045022"," 0.116304562"," 1.08051375"," 0.919068372"," 1.521643e+00"," 0.170893268"," 0.2216223267"," 0.6213150313"," 0.64866241"," 0.487492051"," 1.10110130"," 0.856115123"," 0.8330108256"," 1.050224424"," 0.467800790"," 0.73418621"," 0.192466439"," 0.428442190"," 1.468062356","-0.322086746"," 0.6613498119","-0.111092398"," 0.764116196"," 0.333398519"," 0.18434852"," 0.223257671"," 0.568790915"," 0.031492882"," 0.0391001382"," 0.266545776"," 2.841817651"," 0.07663240"," 0.6764965917"," 0.319819027"," 0.7382106343","-0.702545588"," 7.248793e-01"," 1.412431620"," 1.9931411368"," 0.739922437","-1.29069718"," 0.726380631"," 0.89279670"," 0.407248895","-0.17565236","-0.343769054","-0.75648356"," 0.723773210","-1.29888156"," 0.271731803"," 0.20076216"," 0.994374529","-0.2525349266","-0.002784583"," 0.52819439"," 0.534495523"," 0.038702602"," 0.061624498"," 1.145687276","-0.605707027"," 0.537894576"," 1.105657588"," 0.437933736"," 0.493625289"," 0.497153705"," 0.534719231"," 0.960961261"," 0.8851340412"," 0.105596096"," 0.59636785"," 0.385203131"," 0.913783405"," 1.306788825"," 0.190844617"," 1.24636127"," 1.66894093"," 0.57524071","-0.582590684"," 0.178234656"," 0.559353840"," 1.1291249780"," 1.149702076"," 0.846927350"," 0.994138496"," 0.20557973"," 0.71653409"," 0.212427129"," 0.73549657"," 0.752286794"," 0.986520009"," 0.36457605"," 0.845026794"," 0.757674416"," 0.668278142"," 0.469557080"
"100"," 0.37502033","-0.010321721"," 0.81353341"," 0.133115266"," 0.424018360"," 0.168437535"," 0.103049219","-0.592885287"," 0.12212865"," 0.174604469","-0.534539809"," 0.591882950"," 0.4245678079"," 0.044183845","-0.03036588"," 6.514653e-01","-0.09359921"," 0.35859248"," 0.479535248"," 0.01077183"," 0.421716157"," 2.533163e-01","-0.291582424"," 1.2268846569","-0.0317771647","-0.17988080"," 0.254128261","-0.51155131"," 0.089198544"," 0.0009289724"," 1.065722227","-0.018360096","-0.68500322","-0.927431910"," 0.210448958"," 0.327440238"," 0.170055187"," 0.2500551913","-0.199331556"," 0.600049534"," 0.043345980"," 0.87087028"," 0.055973822"," 0.153079283"," 0.553550754","-0.5223498962"," 0.142251913","-0.195292641"," 0.75156063"," 1.2573212042"," 1.111028742"," 0.1497345080"," 0.414786496"," 9.990460e-01"," 0.404737654"," 0.2402291286","-0.385136296","-0.32273297"," 0.725229460","-0.58707096"," 0.124458722"," 0.42017414"," 0.005478375"," 0.13995537","-0.238812850"," 0.04827340","-0.421778936","-0.02001098","-0.169911402","-0.1338516472","-0.041234500"," 0.03090521","-0.109382085","-0.116259313"," 0.002065565","-0.263547081"," 0.138807038"," 0.719161349"," 0.461233269","-0.091706436"," 0.049159300","-0.259798034"," 0.466568180","-0.008181345","-0.3473024207"," 0.087579836"," 1.26797421","-0.354479731"," 0.912422711"," 0.312997125","-0.413345841","-0.24534081","-2.17223011"," 0.04202666"," 0.354286027"," 0.123504126"," 0.416112771"," 0.7736970705","-0.387155837"," 0.200440404"," 0.162780652","-0.06926629"," 0.29936285","-0.817218110","-0.19220046","-0.051338321","-0.408661546"," 1.41545783","-0.589212678"," 0.438324961","-0.446091886","-0.098872498"
"101"," 0.61086640"," 0.419947437"," 0.78763024"," 0.919801614"," 0.246658690"," 0.323623617"," 0.444858332"," 0.637025258"," 0.70110883"," 0.181205490","-0.388676848"," 0.375554389"," 0.2984958082"," 0.706557754"," 0.35125573"," 7.212769e-01"," 0.31148046"," 0.74175665"," 0.629757934"," 0.81436099"," 0.951040357"," 8.973384e-01"," 0.453897209"," 0.6546843398"," 0.6012189064"," 0.67756031"," 0.155401387"," 0.71427642"," 0.651942508"," 0.1606333869"," 0.002438282"," 0.697849856"," 0.89041641"," 0.854304547"," 0.505648934"," 1.197266373"," 0.407012617"," 0.6034032215"," 0.380057449"," 0.677772293"," 0.499979435"," 0.24858141"," 0.201770276"," 0.789149372"," 0.806556893","-0.1910749150"," 0.432964650"," 0.434894409"," 0.62339390"," 0.5728063961"," 0.309612807"," 0.4367026076"," 0.373433393"," 5.138259e-01"," 0.283780993","-0.7243662763"," 0.509477943","-0.78939638"," 0.818198632"," 0.95990068"," 0.444660258","-0.22904908"," 0.059659152","-0.19337942"," 0.139729984","-0.26316408","-0.368201321"," 0.31594602"," 0.614204395","-0.4399822005","-0.627151708"," 0.55214791"," 0.882301685"," 0.412531927"," 0.124989385"," 0.793486528"," 0.440403064"," 0.839813858"," 1.093816941"," 0.352969469"," 0.830073462"," 0.854131290"," 0.049323420"," 0.648551480"," 0.1564637053"," 0.329045214"," 0.37483190","-0.032568003"," 1.096859635"," 0.572295926"," 0.427007728"," 0.21341872"," 1.09433199"," 1.03811460","-0.042737218"," 0.233258877"," 0.782125021"," 0.7785703223"," 0.512156117"," 0.727511331"," 0.195369524","-0.01577175"," 1.05633121","-0.216525667"," 1.05227568"," 0.667002665"," 0.800677444"," 0.62364021"," 0.648706698"," 0.123633693","-0.197314165"," 0.534318900"
"103","-0.87431457","-1.115077660","-0.31372799","-1.454413150","-2.213134545","-1.609998200","-1.606797550","-1.278345569","-0.25504190","-0.281759655"," 1.424346390","-0.809401032","-1.3695715779","-1.140730577","-1.04380757","-1.055766e+00","-1.61526270","-1.59854258","-0.717035573","-1.37557122","-1.137710027","-1.977632e+00","-1.546166555","-1.5336987617","-1.3848627297","-1.69633053","-0.345020694","-0.91888208","-0.733582759","-0.4804214311"," 0.114955462","-1.517152596","-0.18073714","-0.432270562","-1.550961948","-0.356760019","-1.219271102","-1.6848908042","-1.656858764","-1.268978293","-1.321910237","-0.58785097","-1.233785494","-1.365462996","-1.022735611","-1.4562846077","-1.538783088","-1.901164770","-1.02051090","-1.4466115910","-2.156189483","-1.1746356305","-1.181761084","-1.237550e+00","-1.657909553","-1.3560205958","-1.038997857"," 0.83236449","-1.032076117","-1.00950655","-1.492373223","-1.15293022","-1.592267423","-0.98902034","-0.832393788"," 0.47836853","-0.966186077","-1.37850082","-0.941215306","-2.1234193570","-1.698203099","-0.57092806","-1.050308766","-0.631982090","-1.248638211","-0.817141448","-1.375832082","-0.587009956","-1.058001828","-0.749327150","-0.246622874","-0.626522778","-1.639972595","-0.588582434","-1.4651441214","-1.592722232","-1.40956477","-1.349137183","-1.029309432","-1.208051980","-0.975148806","-0.53840951"," 0.54191999","-0.79986184","-2.073816747","-1.724217406","-1.578471995","-1.6912290133"," 0.749897130","-1.267442698","-1.014296000","-1.45329316","-1.08018696","-1.769922536","-0.75010711","-1.270352484","-1.135321319","-1.70597261","-1.127845307","-1.233646669","-1.017293371","-0.836201969"
"104"," 1.53093361"," 0.739498064"," 1.98981762"," 1.317999490"," 1.187075897"," 0.810641842"," 1.006383725"," 0.215408207"," 1.54361354"," 1.959047185"," 2.872836066"," 0.974018926"," 0.5840879356"," 1.315948434"," 0.91875031"," 1.174769e+00"," 0.73667511"," 1.03126421"," 0.762816511"," 0.88845746"," 1.074347056","-5.582308e-01"," 1.175865837"," 0.8928813458"," 1.3504765541"," 1.19867802"," 1.887587082"," 1.87192519"," 1.426672889"," 0.8958834439"," 2.075631858"," 1.080496526"," 0.78894641"," 0.662736028"," 1.049275131"," 1.192365688"," 1.628654177"," 0.9512650382"," 0.811255931"," 0.882969657"," 0.924117489"," 1.32168241"," 0.854147700"," 1.254218479"," 1.063840066"," 0.3901822901"," 1.279664736","-0.202675206"," 1.10413011"," 1.0232453554"," 0.598455514"," 0.2757747811"," 1.103509111"," 3.450624e-02"," 0.388851166","-0.5691424536"," 1.149051143"," 1.99767976"," 1.019312313"," 1.23687479"," 0.534078469"," 1.43614334"," 0.655659595"," 0.89695739"," 1.192674835"," 1.80798686"," 1.621082047"," 0.97545519"," 1.167072026"," 0.1090993883"," 0.168576940"," 1.09217051"," 0.851543722"," 1.339085242"," 0.749432073"," 0.697810857"," 1.029014850"," 1.248460690"," 1.191959181"," 1.994915164"," 1.130861197","-0.231977030"," 1.705435127"," 1.271395588"," 0.8453493483"," 0.992346960"," 0.89077862"," 0.136154356"," 1.556912198"," 0.960696644"," 1.221836487"," 0.96239976"," 0.53361400"," 1.47075566"," 0.529771550"," 0.895167554"," 0.967634860"," 0.2834250439"," 1.832673611"," 1.016040514"," 0.964060477"," 0.47792170"," 0.98381273"," 0.803771878"," 1.00194472"," 0.799099342"," 1.161701153"," 0.66305043"," 1.197005975"," 0.467797301"," 1.201874460"," 0.913164047"
"105","-0.01117743","-0.979601277","-0.94420455","-0.576620057"," 0.199527876","-0.801394531","-0.489315324"," 0.781076066","-1.02749374","-0.041472525"," 0.868174169","-0.767957317"," 0.7855337519","-0.421307692","-1.11166850","-1.112854e+00","-0.76846982","-0.72260024"," 0.085172636","-1.06315303","-1.305599780","-1.345737e+00","-0.394794067","-0.7699809780","-0.2289052985","-0.60238332","-0.082351535","-1.08040103","-0.627201572","-0.5184326156","-0.496768940","-0.622532137","-0.13591948","-1.285955867","-0.628047686","-0.494521432","-1.203254730","-0.6094821916","-0.581086763","-0.562189615","-0.537984825","-0.28821265","-0.596310619","-0.459648784","-0.708439379","-1.1495125299"," 0.347786535"," 0.238890690","-1.09216775","-0.4417907762"," 0.370463671","-0.2889426081","-0.586933363","-1.804017e+00"," 0.992485264"," 0.3178463966","-0.168205145"," 0.51704890","-0.678915819","-0.33714197","-1.059166935","-0.38196277","-1.050015358","-0.79158208"," 0.204809389"," 0.07340436","-0.399254672"," 0.06776101","-0.316944638"," 0.0341458417"," 0.171159223","-0.29695005","-0.640291919","-0.322097409","-0.626411433"," 0.642637721","-0.303952496","-0.871987051","-1.320424449","-0.019321975","-1.821118096","-1.283983932"," 0.397851559","-1.421234194","-0.3678936205"," 0.129564026","-0.29013041"," 0.492750934"," 0.345537117","-0.827902154","-0.415466902"," 0.69859360"," 0.03267120","-1.00121026"," 1.079296948","-0.914455146"," 0.102779814","-1.6128087586","-1.310367712","-0.110357937","-1.240181402","-1.30209111","-1.18928965"," 0.456774154","-0.49254014","-0.345334931","-0.174803065","-0.31829553","-0.164329363","-0.213478093"," 2.784077929","-0.755392598"
"106","-0.09715005"," 0.583518143"," 0.00862245"," 0.458862580"," 0.153468187"," 0.188083392","-0.057067182","-0.357403645"," 0.02215353"," 0.149074897"," 0.303554488","-0.233846386"," 1.1174766020"," 0.216933078","-0.36973555"," 1.328309e-01","-0.35443538"," 0.12953942"," 0.606404255","-0.10239762"," 0.080945632","-6.536671e-01","-0.361461523"," 0.3868683223"," 0.2168698780","-0.75933914","-0.160597063","-0.19487271","-0.129679705"," 0.1596268583","-0.190454402"," 0.267858827","-0.39518654"," 1.277739690"," 0.110436857"," 0.322266372"," 0.962336871"," 0.1546766043"," 0.128648052"," 0.367818987"," 0.157143435"," 0.15480377"," 0.088221820"," 0.020793732"," 0.214179664","-0.2852899849"," 0.019265815","-0.071369735"," 0.03370671","-0.1448793244"," 0.435926018"," 0.4296556160","-0.269894230","-1.691451e-01","-1.099800305","-0.1784390361"," 0.317564123"," 0.02523433"," 0.246201858","-0.02086076"," 0.057132825"," 0.99589275","-0.157361476"," 0.84822792"," 0.219765244","-0.36920579","-0.286555493"," 0.15551530"," 0.072682644"," 0.7876632058"," 0.117585621"," 0.15146749"," 0.481897322","-0.254554827","-0.040709117","-0.160200603"," 0.413376153"," 0.503306183"," 0.287851393","-0.282580282"," 0.510738294","-0.841730457","-0.100519338"," 0.298113077","-0.4964968719"," 0.186150053","-0.34295009","-0.205199991"," 1.139619265"," 0.061390371"," 0.216099164"," 0.72075260"," 0.02570622"," 0.57150945"," 0.326845949"," 0.449776011"," 0.866069207"," 0.2557018673","-0.050584400"," 0.719801850","-0.149161306"," 0.28889899"," 0.07522361"," 0.094783347"," 0.88662304"," 0.674980395"," 0.017455880"," 0.59674305"," 0.449219787"," 0.314770539"," 0.249289421"," 0.528126958"
"107","-0.22205512","-0.513851334","-0.06640700","-0.519880462"," 0.040149136","-0.482804057","-0.629537561"," 0.249098719","-0.61044515"," 0.258212285"," 0.525398744","-0.321181293","-0.6686381210","-0.013970465","-1.09134129","-3.845836e-01","-0.08621165","-0.43191645","-0.021638831","-0.26376521","-0.522990608","-1.325325e+00","-0.057267333","-0.1159718274","-0.6029097819"," 0.05617560"," 0.268020189","-0.37831695","-0.634556475","-0.4044380493"," 0.132844977","-0.343116300"," 0.63169977","-0.755571174","-0.493958394"," 0.314133056","-0.422826039","-0.7092538209","-0.478768715","-0.434285181","-0.533844590"," 0.07841783","-0.330676716","-0.394419862","-0.441548285","-0.5129760851","-0.165597693","-0.953020731","-0.40820034","-0.3328728353","-0.027352479","-0.1142286435","-0.419461181","-1.185435e+00","-2.019895370","-0.9461958360","-0.529879081"," 0.48974844","-0.529674910","-0.39005414","-0.419748597","-0.85417109","-0.796419333","-0.19108336","-0.853005452","-0.07068364","-0.385394127","-0.25905279","-0.138693372"," 0.3018550857"," 0.491619332"," 0.43907110","-0.137901933","-0.313750505","-0.489858073"," 0.303288338","-0.101761379","-0.207749087","-0.437121386"," 0.284500006","-1.570623348","-1.007401342","-0.209590231","-0.831239327","-0.2545436039","-0.062452130","-0.29384486"," 0.889756685"," 0.183148594","-0.422136400","-0.487536606","-0.02999978"," 0.09967829","-0.30932855","-0.263636894","-0.358387318","-0.206952862","-1.1777494359","-0.317644644","-0.463559091","-0.201819597","-0.75789544","-0.72394716","-0.561652361"," 0.03679680","-0.371860098","-0.422317278","-0.16581564","-0.418743678","-0.769727477"," 0.328345783","-0.166819604"
"108"," 0.84783591"," 1.216649866","-0.43709495"," 1.079652417"," 0.501449823"," 0.618930465"," 0.663193160"," 0.762379752"," 0.89530156"," 0.129478955"," 0.918268040"," 0.876443535"," 0.1730950906"," 1.263128006","-1.01616760"," 1.078170e+00"," 0.76850335"," 0.70430224"," 1.567471602"," 0.53596313"," 0.945225176","-1.353739e-01"," 0.653751433"," 1.5496491878"," 0.8728641503"," 0.56887863"," 0.461630110"," 0.81259511"," 0.704419722"," 0.7393617072"," 1.594225663"," 0.962225130"," 1.45775420","-0.107227219"," 0.813845929"," 1.989852904","-0.516201090"," 0.9672417173"," 0.683649747"," 0.908744493"," 0.768223102"," 0.51658571"," 0.751359847"," 0.869056329"," 1.259868097","-0.7152312575"," 0.864906564"," 0.154321245"," 1.00534186"," 0.5073529720"," 0.746333108"," 0.8967713621"," 0.355008367"," 2.297597e-01"," 1.773522460"," 1.3579915812"," 0.833285443"," 1.29835819"," 1.289303719"," 0.46627684"," 0.666854984"," 0.35683874"," 0.586924033"," 0.27400159"," 0.233630524"," 1.04596975"," 0.612527733"," 0.85385427"," 0.748601119"," 0.4353373834"," 0.786770734"," 0.69955981"," 1.228629003"," 0.862047155"," 0.650506900"," 0.841136813"," 0.442201966"," 1.354854516"," 1.022837190"," 0.954109205","-0.064547967"," 0.286797933"," 1.150399871"," 1.313456116"," 0.2500202377"," 0.800094217"," 0.36968881"," 0.553446629"," 1.561424926"," 0.948774651"," 0.631342267"," 1.84000078","-0.75612927"," 1.18022648"," 0.917174001"," 0.470883988"," 0.633513743"," 0.9197801863"," 0.817953067"," 1.388448259"," 0.633737508"," 1.32096472"," 1.58110861","-1.386112988"," 1.26256689"," 1.425411675"," 0.536131925"," 1.24914024"," 1.129604464"," 0.726265775"," 0.863878069"," 0.934681176"
"109"," 2.11321934"," 2.096465206"," 0.84990529"," 2.427615684"," 2.164105065"," 2.103587786"," 2.198377447"," 0.898947198"," 0.99614049"," 1.600735644"," 2.860088624"," 1.202210177"," 1.6563297402"," 1.813833129"," 1.63578899"," 1.770269e+00"," 1.89874220"," 2.35292040"," 1.429284621"," 1.57477246"," 1.786455792"," 7.750917e-01"," 1.704040705"," 1.6314911559"," 1.5880664231"," 0.58383565"," 1.527819336"," 0.45242400"," 1.516767325","-0.5598050460"," 0.576044447"," 2.320429806"," 3.25852337"," 0.143078935"," 2.257551954"," 1.249774900"," 0.212900607"," 2.1211451284"," 2.044324227"," 2.922576496"," 2.243449781"," 1.12677734"," 2.678353131"," 2.438581755"," 2.006256489"," 0.9788416223"," 2.189892170"," 0.347498965"," 1.84469062"," 1.9881315662"," 2.351814486"," 1.0487080258"," 1.610490114"," 2.215567e+00"," 0.734881450"," 0.2569212064"," 0.594093750"," 2.14229060"," 1.357590539"," 1.78049084"," 2.508497625"," 1.85227785"," 2.152787352","-0.15795512"," 2.001553120"," 1.94211157"," 1.199611519"," 2.25449309"," 1.712618574"," 1.1750578729"," 1.364594453"," 1.83239952"," 1.206183333"," 1.839417925"," 2.526143908"," 1.332758301"," 2.225549935"," 2.283799294"," 1.901866627"," 1.923804024"," 0.221298927"," 1.488067255"," 1.648857926"," 0.603458022"," 0.7677088867"," 2.256637005"," 1.63539361"," 0.808925266"," 2.705942340"," 1.276384109"," 2.559543115"," 1.23428431"," 2.21196042"," 1.54939706"," 2.292666701"," 2.359859479"," 2.851274242"," 2.1204979500"," 1.566659332"," 1.134484877"," 1.945734441"," 2.07090071"," 1.62276828"," 0.412252098"," 1.38840291"," 1.068673964"," 1.859980065"," 1.48040960"," 0.938876829"," 1.593861237"," 0.694928690"," 1.109412701"
"110","-0.75053746","-1.093026783","-0.76965656","-1.299816610","-0.831752353","-1.319776610","-1.174235267","-0.719311680","-0.84434023","-1.057408366"," 0.542172297","-1.324127124"," 3.2654756095","-1.107249220","-1.30081902","-1.469190e+00","-1.50213528","-1.30073803","-0.134112093","-1.46138820","-1.796478405","-1.419743e+00","-1.193749376","-1.4829739620","-0.8527130826","-1.68003736","-1.085681982","-1.13001122","-1.148682151","-1.5696576380","-0.111361850","-1.205968085"," 0.46987065","-0.742333861","-1.287459769","-2.253474290","-0.995296548","-1.2377147004","-1.304259673","-1.165908334","-1.359086100","-0.31574704","-0.906411257","-1.135063899","-0.962862643","-1.2356802103","-0.698260900","-1.405808555","-1.48814840","-0.4608222960","-0.601681875","-0.5370790687","-1.588209492","-1.524749e+00","-0.892134181","-0.6239510915","-1.631779651"," 0.56996310","-1.694205715","-1.35686214","-0.945875326","-0.25874243","-0.992161174","-0.97213248","-0.647581248"," 0.37039955","-0.718476197","-0.71428729","-1.922496664","-1.1867401206","-0.757691354","-1.01169602","-1.489093588","-1.007487059","-1.035124255","-0.627576003","-1.434536127","-1.607788154","-1.680146494","-0.762738851","-0.995276019","-1.203984398","-0.919594779","-1.270460678","-0.7271294562","-0.833765966","-0.72535749"," 0.682889058","-0.628788592","-0.621011961","-1.103352842","-1.02662094"," 0.98989451","-1.17209949","-0.306267879","-1.312306118","-0.563481257","-1.8517268458","-1.220266926","-0.964068897","-1.093881777","-1.32331960","-1.67734569","-0.549372642","-1.45155612","-1.126865457","-1.537805076","-1.58734017","-1.718377773","-0.867682160","-0.371593851","-1.598203793"
