"","X1.Methyladenosine..282.1...150.0.","X1.Methylhistamine..126.0...109.0.","X2.Aminoadipate..160.1...116.0.","X2..Deoxyuridine..229.1...113.0.","X3.Nitro.tyrosine..225.0...179.3.","X4.Pyridoxic.acid..182.1...138.0.","X5.Hydroxytryptophan..221.0...134.0.","Acetoacetate..101.0...57.0.","Acetylcholine..146.1...87.0.","Aconitate..173.0...129.0.","Adenosine..268.1...136.0.","Adenylosuccinate..462.1...79.0.","Adipic.Acid..144.9...83.0.","Alanine..90.0...44.0.","Allantoin..157.0...114.0.","Alpha.Ketoglutaric.Acid..145.0...101.0.","Aminoisobutyrate..104.1...86.0.","AMP..346.1...134.0.","Anthranilate..136.0...118.0.","Arginine..175.1...70.0.","Asparagine..133.1...74.0.","Aspartic.Acid..132.0...88.0.","Betaine..118.0...58.0.","Biotin..243.1...200.0.","Carnitine..163.1...85.0.","Choline..104.1...60.0.","Citraconic.Acid..129.0...85.0.","Citrulline..174.0...131.0.","Creatinine..114.1...44.0.","Cystamine..153.0...108.0.","Cystathionine..221.1...134.0.","Cystine..239.0...97.0.","Cytidine..244.1...112.0.","Cytosine..112.0...95.0.","D.GA3P.DHAP..168.9...78.8.","Dimethylglycine..104.1...58.0.","D.Leucic.Acid..133.1...87.0.","DTMP..321.1...79.0.","Epinephrine..184.1...166.3.","Erythrose..199.0...97.0.","F16BP.F26BP..339.0...79.0.","Fructose..179.0...89.0..3..","Fumaric..115.0...71.0.","G16BP..339.0...79.0..2..","gama.Aminobutyrate..102.1...85.0.","Glucoronate..193.0...113.0.","Glucose..179.0...89.0.","Glutamic.acid..148.1...84.0.","Glutamine..147.1...84.0.","Glutaric.Acid..131.0...87.0.","Glyceraldehyde..89.0...59.0.","Glycerate..105.0...75.0.","Glycerol.3.P..171.0...79.0.","Glycine..76.0...30.2.","Glycochenodeoxycholate..448.3...74.0.","Glycocholate..464.3...74.0.","Guanidinoacetate..116.1...70.0.","Guanosine..284.1...152.0.","Histidine..156.1...110.0.","Homogentisate..167.0...123.0.","Homovanilate..181.0...137.0.","Hydroxyproline.Aminolevulinate..132.1...86.2.","Hypoxanthine..135.0...92.0.","Hyppuric.Acid..178.0...134.0.","IMP..347.0...79.0.","Inosine..269.1...137.0.","Kynorenate..188.0...144.0.","lactate..89.0...43.0.","Leucine.iso.Leucine..132.1...86.2..2..","Linoleic.Acid..277.1...259.0.","Linolenic.Acid..279.1...261.0.","L.Kynurenine..209.1...94.0.","Lysine..147.1...84.0..2..","Malate..133.0...115.0.","Maleic.Acid..115.0...71.0..2..","Malonic.Acid.3HBA..103.0...59.0.","Margaric.Acid..269.1...251.3.","Methionine..150.1...61.0.","MethylSuccinate..131.0...113.0.","N2.N2.Dimethylguanosine..312.1...180.0.","N.AcetylGlycine..116.0...74.0.","Niacinamide..123.0...80.0.","OH.Phenylpyruvate..179.0...107.0.","Ornithine..133.1...70.0.","Orotate..155.0...111.0.","Oxalic.Acid..89.0...61.0.","Oxaloacetate..131.0...87.0..2..","Pentothenate..218.1...88.0.","PEP..166.9...79.0.","Phenylalanine..166.1...120.2.","Proline..116.1...70.0.","Propionate..73.0...55.0.","Pyridoxal.5.P..246.0...96.9.","Pyroglutamic.Acid..130.0...83.4.","Pyruvate..87.0...43.0.","Reduced.glutatione..306.1...143.0.","Salicylurate..196.1...152.0.","Serine..106.0...60.0.","Shikimic.Acid..173.0...93.0.","Sorbitol..183.0...91.0.","Succinate.Methylmalonate..117.0...73.0.","Taurine..126.0...108.0.","Threonine..120.1...102.0.","Trimethylamine.N.oxide..76.1...58.0.","Tryptophan..205.1...146.0.","Tyrosine..182.1...136.3.","Urate..167.0...124.0.","Uridine..245.0...113.0.","Valine..118.1...72.0.","Xanthine..151.0...108.0.","Xanthosine..283.1...151.0.","Xanthurenate..204.0...160.0."
"12","-0.26953745","-1.775364670","-1.02217611","-0.380203005"," 0.215664539","-0.557192623","-0.267988471","-0.809169299"," 0.06260623","-0.397279437","-0.145179843"," 0.096032441","-0.2336708790"," 0.084867013","-0.32981974","-2.163961e-01","-0.64141647","-0.35558072"," 0.993213183"," 0.12125849"," 0.180568016"," 3.138020e-01"," 0.150433865","-0.3393605110"," 0.2726144551","-0.12252607","-0.272209148"," 1.23854210","-0.350814904"," 0.1601548245"," 1.132304076"," 0.047403699"," 0.05655558"," 0.300170178","-0.360910995","-0.266329127","-0.479779479","-0.4213185174","-0.211260536","-0.404263808","-0.063033553"," 0.40301359","-0.778589998"," 0.109275405"," 0.122370109","-0.1859454766","-0.032918202"," 0.213171245","-0.36693916","-0.4197110544"," 0.145790727"," 0.4655134569","-0.140987587","-6.138753e-01"," 2.461408431"," 3.2385539412","-0.735475259","-1.22669234"," 0.108783442","-0.23513145","-0.578624868"," 0.96062214","-1.171749542","-0.98135149"," 0.163927897","-1.51974333","-0.172118340","-0.18195966","-0.117683484","-0.0416300660","-0.210656390"," 0.69961464","-0.380650644"," 0.175608269","-0.614067460","-1.424141810","-0.811111637"," 0.501308413"," 0.081485186","-0.009944990","-1.286628833","-0.610902149"," 0.364506344"," 0.792899144","-0.0497785254","-0.263829094","-0.44969981","-0.393323523","-0.116851425"," 0.062108235","-0.076775984"," 0.43833838"," 0.03541708"," 0.39815070"," 0.349817649","-0.502341548"," 0.945178429","-0.1008036868","-0.701364089"," 0.871066243","-0.285626393","-1.24590885"," 0.04155206","-0.522484977"," 0.47503384"," 0.801736163","-0.121031005","-0.81553745","-0.750024014","-0.086585858"," 0.178271128"," 0.365546226"
"c","-1.63427554","-0.347172043","-1.71636279","-1.207279088","-1.044914154","-1.056062166","-1.002035479"," 0.643176486","-1.29344499","-1.220799932","-0.271764863","-0.466986751","-0.3748410933","-1.578648727","-1.06946395","-1.015054e+00","-1.83634895","-0.99835769","-1.295582464","-0.78171345","-1.570109939","-7.606229e-01","-0.686675005","-1.1764718886","-1.1829646058","-1.27056765","-1.300154581","-0.72878519","-2.001521354","-1.7058877949","-0.171671549","-0.970856378","-1.08088807"," 0.717011950","-1.004239147","-1.844312586"," 1.685225511","-1.1053302120","-0.686000490","-1.316610380","-0.875091683","-0.62830867","-1.204715805","-0.608148771","-1.036271914","-1.1331458757","-1.073186163","-0.310312937","-1.06407926","-1.4048883399","-0.562022548","-1.0507664566","-1.351090981","-4.459363e-01"," 0.273815562","-0.6709032374","-1.774763538"," 0.72012486","-1.839266513","-1.90393906","-1.698872131","-1.05884551","-1.081580480"," 0.85188054","-1.359429873"," 0.42109812","-1.269245738","-1.15718777","-1.737284074","-0.7471249498","-0.351307055","-1.81436357","-1.884148308","-1.788580305","-1.062624379"," 0.301152348","-0.520833238","-1.658354136","-1.449535590","-1.723321633","-0.179265146","-1.414630983","-1.072557515","-1.047409832","-0.6439393725","-1.394036715","-1.49729376","-1.776910821","-0.882336379","-1.748062827","-0.577325394","-1.80097706","-0.08994517","-1.00503387","-1.563275623","-1.314162824","-1.160884904","-0.7636231619"," 0.175654789","-1.412742043","-1.843347514","-0.66156763","-1.06295537","-0.577880375","-1.65666772","-1.383637145","-1.682847829","-2.09701471","-1.947736064","-1.560800338","-1.376907171","-1.512283412"
"14","-0.43060471","-0.572521387","-1.17835840","-1.107672390","-0.683049958","-0.835686693","-0.921699882","-0.875148150","-0.72678143","-0.299050417","-0.298956719","-0.036947294","-0.9561790658","-0.988575698","-0.61408080","-7.188569e-01","-0.66847323","-0.76520083","-0.301651089","-0.26411034","-0.323745841","-1.030998e+00","-1.002374671","-0.3078897492","-0.7330518058","-0.36470971","-0.313141333","-1.76066766","-0.555688383","-0.6177337103"," 0.582218282","-1.066589836","-0.55327960"," 0.048047051","-0.904493577","-0.874659820"," 0.743208527","-0.8165038958","-0.569427103","-0.850320758","-0.608482319","-0.66946181","-1.121424678","-0.361474158","-0.241861238","-0.7066271711","-0.970280575","-0.185183986","-0.69640904","-1.0807681323","-0.096507806","-0.6542267181","-1.077099835","-6.670393e-01"," 0.884808349"," 0.1953440172","-0.904850493"," 0.58473086","-0.480568453","-1.04420681","-0.865752157"," 1.09842516","-0.571310068","-1.01998713","-1.390116613"," 0.43330617","-0.173401455","-0.87419137","-0.456445433","-1.7179714108","-1.972517077","-0.12289280","-0.541685801","-1.288259367","-0.926032959","-1.734973125","-1.423864919","-0.704727526","-0.466945157","-0.713673797","-1.138049424","-0.603264090","-0.984046392","-0.433300022","-0.4913412163","-1.005004365","-1.16774221","-0.678498509","-0.786048275","-0.634683179","-0.213890165","-1.57342945"," 0.09272524","-0.66259412","-0.751916785","-1.124163754","-0.660726247","-0.2656740947","-0.567272140","-0.457659146","-1.097110638","-0.60421174"," 0.04791240"," 0.195968032","-0.31947574","-0.744378378","-0.906516900","-0.36218279","-0.579141756","-1.262606351","-0.190239046","-0.236886749"
"15"," 0.25862004"," 0.686586074"," 0.22226475"," 0.547765951"," 0.137110945"," 0.275394609"," 0.034079385","-0.630415867"," 0.25176616"," 0.313916309","-0.205789835"," 0.751961285"," 0.4436988355"," 0.133471747"," 0.60663222"," 4.247512e-01"," 0.01172147"," 0.40777466"," 0.491372568"," 0.33900604"," 0.113709549","-2.370807e-01"," 0.501671433"," 0.5950865698"," 0.0331386742","-0.06282769"," 0.313539798"," 0.48054033"," 0.021485876"," 0.3233121498"," 0.781844943"," 0.054031560"," 0.56621110"," 2.057748718"," 0.352805555","-0.937441574"," 3.373741991"," 0.3116903466"," 0.417845707"," 0.225467469"," 0.409488962"," 0.86111534"," 0.290116266"," 0.759262375","-0.111185993"," 0.0412995619"," 0.104828291","-0.562215770"," 0.39259668","-0.0187106138"," 0.095642659"," 0.0111423542"," 0.697521467"," 4.453060e-01"," 0.354261369"," 0.4242958205","-0.142879996"," 0.91366360"," 0.427447974","-0.10978420"," 0.901928330","-0.08218486"," 0.009274759"," 0.21634858","-0.121753727"," 0.72937707"," 0.565091145"," 0.01548638","-0.530784998","-1.1710216972","-1.509412141"," 0.56316933","-0.025946521"," 0.080856033"," 0.336515788","-1.607718148","-0.154063674"," 0.064706515"," 0.167017252","-0.174666672","-0.664514671","-0.153418648"," 0.442368356"," 0.283992404","-0.2565789495","-0.059569916"," 0.27012205","-0.261150124"," 0.350172886"," 0.175785164"," 0.251204206"," 0.41652572","-0.83044281"," 0.43907320","-0.788226004"," 0.095530794"," 0.517687578"," 0.1898414418"," 0.208773223"," 0.237721846"," 0.688684723"," 0.55810081"," 0.33968860"," 0.433452131"," 0.40582445"," 0.204585818","-0.034316873"," 0.10118737","-0.178285811","-0.199374448","-0.012557158"," 0.484525441"
"16","-0.59631462","-1.031345457","-0.41916937","-0.772413466","-0.491062326","-0.633400074","-0.520859611"," 0.046735459","-1.01981095","-0.242399007","-0.456178457","-0.484406175"," 1.0147361353","-0.619115461","-1.15043402","-4.356630e-01","-1.02882235","-0.58365382"," 0.158980095","-0.79886396","-0.499918659","-7.178181e-01","-0.813589980","-0.7209479359","-0.6243664679","-1.95377820","-0.406781237","-0.27485130","-0.797916260","-1.4341149681"," 0.226286742","-0.843020799","-0.99487236","-1.002559470","-0.550317572","-1.597655790","-0.820808987","-0.5702880543","-0.469946192"," 0.107122347","-0.348637155","-0.11329930","-0.321074167","-0.079481112","-0.453414853","-0.9597462586","-0.559145708","-1.260758452","-0.48599274","-0.3396681145","-0.372744309","-0.6755165806","-0.632356880","-8.376028e-02","-0.053763079","-0.5455780637","-1.104736056"," 0.59120637","-0.828988373","-1.28419786","-0.305489378"," 1.15106338","-0.996659709","-1.18774704","-0.740257717"," 0.55592678","-0.368260405","-0.56107465","-1.338986617"," 0.5190925513"," 0.270859481","-1.01272896","-0.731955413"," 0.491913645","-0.053074235","-0.150900191","-0.424225193","-0.689696250","-0.537279055","-0.458420548"," 0.835860424","-0.943027721","-0.207162730","-1.073324733","-0.2355116697","-0.559432688","-0.68067922","-1.365978908","-0.339862758","-1.003165445","-0.888999134","-0.95322399","-1.43454471","-0.52787523","-0.168987865","-0.790870121","-0.336875054","-0.7565707749"," 0.968132413","-0.877607129","-0.538952766","-0.82041624","-1.16673507"," 0.245901911","-0.74344085","-0.941180319","-1.300998780","-1.23643203","-1.267198661","-0.846294336","-0.627254672","-0.597059349"
"17"," 1.92676410"," 0.938152189"," 0.84786328"," 0.969725090"," 1.297417812"," 1.035907353"," 1.117897591"," 0.220164806"," 1.94021617"," 1.701411759"," 0.457426147"," 0.899653193"," 0.1895230685"," 1.110690367"," 1.24216680"," 6.299781e-01"," 1.03788277"," 1.21861055"," 1.008865554"," 1.66887710"," 0.951445532"," 7.091771e-01"," 0.723797216","-0.3324883967"," 1.5310624635"," 1.37666189"," 1.696078301"," 1.23144507"," 1.674182279"," 2.5067981592"," 3.236729698"," 1.262573067"," 1.39951101"," 1.170945309"," 1.292307733"," 0.593339675"," 1.242827258"," 1.0166323146"," 1.311158649"," 1.793075415"," 1.181438563"," 2.53769985"," 0.602376632"," 1.500263496"," 0.959610942"," 1.3565816713"," 1.373617528"," 1.067729048"," 0.61400333"," 0.9398857191"," 0.914013144"," 1.0208926382"," 1.285914335"," 2.826998e-01"," 1.465146007"," 1.8022040746"," 1.274828746"," 1.68843470"," 0.429815974"," 1.68699724"," 0.950531419"," 1.55049584"," 1.132321900"," 2.33081007"," 1.134648589"," 1.38706609"," 2.681315137"," 1.38064111"," 1.666798852","-0.0512695134","-1.362962050"," 1.83117582"," 1.110986495"," 1.011942985"," 0.839747334","-1.213003910"," 0.553438980"," 1.126427570"," 0.938289936"," 1.670734252"," 0.280692934"," 0.278748623"," 1.457906164"," 0.944068651"," 1.6121775235"," 1.384854092"," 0.93692531"," 0.807975835"," 1.092583039"," 1.569186255"," 1.537824036"," 1.96649660"," 0.55661937"," 1.72655152"," 1.678192109"," 0.946187856"," 1.077103534"," 0.2430037560"," 0.330427285"," 1.458686182"," 1.359234823"," 1.16236697"," 0.82675089"," 0.816963506"," 1.23915524"," 1.499040875"," 1.516331729","-0.39376240"," 1.197769604"," 0.873653292"," 0.955786380"," 1.227239532"
"d","-0.59039061","-0.026086485","-0.55357150","-0.385315474","-0.319168791","-0.473066835","-0.219466151"," 0.403264652","-0.49444560","-0.226143849"," 0.883344320"," 0.293423406","-0.1055489343","-0.896040340","-0.80318810","-3.579931e-01","-0.53618910","-0.12769727","-0.187134984","-0.55588073","-0.469553561","-9.102101e-01","-0.367419411","-0.0877042339","-0.5209365830","-0.81866133","-0.378108878"," 0.03026065","-0.648782352","-0.7673335543"," 0.374536430","-0.208346806"," 0.21955038"," 0.753892922","-0.127478352","-0.410837262"," 0.769289045","-0.2353463932"," 0.119890537","-0.080023508","-0.009133318","-0.42258561","-0.879716846"," 0.257672025","-0.093440991","-0.8216324584","-0.725639580","-1.334623355","-0.45322053","-0.8250903240"," 0.016526513"," 0.1389750339","-0.489729127","-3.675661e-01","-0.309337044","-0.4207741552","-1.029767257"," 1.05407857","-0.921541723","-0.66737663","-0.548436322","-0.61531176","-0.425389311"," 0.80041740","-0.826138921"," 1.04948139"," 0.242016880","-0.57966640","-1.002504637"," 0.6904823276"," 0.413998953","-0.49607525","-0.822159913","-0.227082864","-0.685166888"," 0.420092594","-0.122263897","-0.742630298","-0.656642848","-0.128765226"," 0.544225583"," 0.117548543","-0.293939787","-0.414670452","-1.3367969927","-0.664509695","-1.23346661","-1.484332311","-0.096061033","-1.143744096","-0.748460894","-0.43240596","-0.13584458","-0.27203011"," 0.529332228","-0.875391136"," 1.273624836","-0.1692008736"," 0.005751804","-1.032215909"," 0.332952964"," 0.01258815"," 0.05535459","-0.499861173","-0.91629409","-0.994975062","-0.565741987","-0.66318483","-0.757359347","-0.504347331","-1.025026833","-1.811293814"
"19","-0.57121089","-0.804537454","-1.71366248","-1.405223682","-0.548746444","-0.875226004","-0.676604936","-0.847699802","-0.49359277","-1.021373160"," 0.036846588","-0.303527214","-0.7736953045","-0.475160622","-0.49271524","-6.560584e-01","-0.48887673","-0.73148415","-0.385406093","-0.55947005","-0.482703329","-1.119159e+00","-0.513118401"," 0.0924561147","-0.6711917570","-0.52614528","-0.992339517"," 0.18746529","-0.505472291"," 0.0226907624","-0.466385568","-0.520171763","-0.29251660"," 0.307289461","-0.780920141","-0.314951046"," 1.304273546","-0.7266437161","-0.691646904","-0.238309845","-0.633555257","-0.27222266","-0.520779299","-0.340133687","-0.762153464","-1.0288620062","-0.682492730","-0.787111046","-0.69331122","-0.7141665715","-0.506941295","-0.1807026870","-0.594306384","-7.896993e-01"," 0.485099483","-0.2904161552","-0.323321792"," 0.79319406","-0.630763566","-0.61766861","-0.520255778","-0.53224772","-0.953253203","-0.32731522","-0.873320791"," 0.57040840","-0.150204101","-0.65334743","-0.441092746","-0.8717248208","-1.270708737"," 0.12963161","-0.756659050","-1.064098800","-0.514173883","-1.646745286","-1.123441300","-0.310961110","-0.494455765","-0.677812157","-1.717650462","-0.877816721","-0.243293657","-0.340080176"," 0.0458593006","-0.705784566","-0.66253014","-1.167502495","-0.688129419","-0.940093377"," 0.042248031"," 0.06710981"," 0.49832310","-0.24773548","-0.014007321","-0.705212533","-0.002711226","-1.0069376662","-0.330963644","-0.721830489","-0.782074718","-0.79835903","-0.06307060","-0.371279446","-0.25130056","-0.596245522","-0.793184087","-0.80681225","-0.426927987","-1.330520712","-0.320585311","-0.350331906"
"20","-0.39888666","-0.261279967","-1.63704576","-0.437865904"," 0.148539851","-0.226655601","-0.022783046"," 0.953408941","-1.58839978","-0.745192739"," 0.523645765","-1.127062810","-0.2824673523","-0.054627929","-0.68364083","-5.506283e-01","-0.44719767","-0.08066796"," 0.058189666","-0.75082688","-0.216733620","-6.143284e-01","-1.255606269"," 0.2687382961","-1.0070426434","-1.63696942","-0.738463875","-1.51631406","-0.713891810","-1.8297768166","-1.836245964","-0.546501841","-0.71775048"," 0.673103896","-0.054351954","-0.372202973","-0.779202264","-0.2232400795"," 0.081953689"," 0.405622022","-0.056246654","-0.36388386"," 0.421052436"," 0.109759348","-1.243893439","-0.6991694331"," 0.362261003"," 0.045506015","-0.61630021","-0.6964182973"," 0.479782326","-0.0313118592","-0.419378378","-9.926982e-01","-0.759934169"," 0.5593623560","-1.006966391"," 0.70761174","-0.104870572","-0.51563517"," 0.323473644","-0.62437668","-0.601982623"," 3.06487692","-0.419578976"," 0.59252889"," 0.021275467"," 0.69046286","-0.722068510"," 0.7798764872"," 0.296347351","-1.17511413","-0.386918361","-0.481385464"," 0.509344108"," 1.117631832","-1.046657476","-0.313443465","-0.230585700","-0.579387841","-1.655989408"," 0.279480959","-0.168354320","-1.421328692","-0.6719605028"," 0.711292334","-0.98345925","-0.652902759","-0.286972110","-1.124116425","-0.381335946","-0.03744816"," 1.21288533","-0.49700282"," 1.355657164","-0.664767814"," 0.364926374","-0.4907782771","-1.559676870","-0.769529920","-1.203941566","-0.17572680"," 0.05068290","-2.244083184","-0.82057046","-0.893717535","-0.320984958","-0.16920432","-1.000458472","-0.541413658","-0.660068032","-0.911437199"
"21","-1.21879159","-1.343496596","-1.69345271","-2.133035361","-1.311577586","-1.918027716","-1.828664304","-1.150864304","-2.15443012","-1.565284233","-1.071244255","-1.005569405"," 0.4007577752","-2.024231388","-1.72032488","-1.836034e+00","-1.43603085","-1.77717621","-0.298752417","-1.43445449","-2.113698138","-3.299599e-01","-1.702221329","-1.9350675378","-1.7688576329","-1.32212378","-1.842702416","-1.43928647","-2.280694791","-0.2986308279","-1.502290236","-1.687196214","-0.33356538","-0.594596435","-1.884915523","-2.577329299","-1.697323883","-2.1154387766","-1.343831010","-1.657531998","-1.490139075","-1.83598630","-2.215616581","-1.517463346","-1.288609897","-1.6450987271","-1.970917182","-1.087191452","-1.90972078","-1.6940568850","-1.510770007","-0.3999736342","-2.413493065","-1.187320e+00"," 0.160089191","-0.1769999912","-2.435854226","-0.52855049","-2.180389842","-1.92001944","-1.856318397","-0.95714596","-1.520294819","-0.19317057"," 0.020356553","-0.57334602","-1.994710284","-2.04521037","-2.405665612","-1.7782751781","-1.491215422","-1.30705425","-1.650565449","-0.862465476","-2.051926853","-1.223110789","-1.732048652","-2.394690112","-2.100743661","-0.748720397","-1.036143934","-0.522930582","-2.054158676","-1.299440008","-0.7507899786","-1.967491545","-1.39598008","-0.716191378","-1.542187957","-2.006116725","-1.826415510","-2.29243128","-0.47546273","-1.65522531","-2.486788728","-1.903980955","-1.572799486","-1.4371046636"," 0.437062654","-2.204646502","-2.209592655","-1.55179354","-1.33722247","-0.603873523","-2.00556730","-2.361736423","-1.886977079","-2.16531213","-2.663499235","-1.706491286","-1.347669642","-1.933712319"
"22"," 1.62685478"," 1.967555672"," 2.40839923"," 1.306359657"," 0.946374926"," 1.238170165"," 1.154219321"," 1.684928751"," 0.71991502"," 1.508060534","-0.027551941"," 1.269231681"," 1.0757434398"," 0.337770143"," 1.05214621"," 1.289305e+00"," 1.17124776"," 1.32390697"," 0.791517018"," 1.53141531"," 0.686456529"," 1.937532e+00"," 0.566515818"," 1.2382484018"," 0.7746678289"," 0.79027204"," 1.465849061"," 0.57891510"," 1.527893546"," 0.9610521496"," 1.015840615"," 1.557769097"," 1.42034217","-0.023936520"," 1.237019524"," 0.196293094"," 0.195782069"," 1.1025889882"," 1.791637886"," 1.826851653"," 1.423878395"," 0.28575473"," 1.626387931"," 1.553027366"," 1.279364345"," 0.7455938492"," 1.043526552"," 1.421485592"," 1.31605834"," 1.4397829393"," 1.193757442"," 0.7072865866"," 2.165401303"," 1.501641e+00"," 0.834942787"," 1.0535918035"," 0.259372502"," 0.60141568"," 0.831557479"," 1.51443105"," 1.479638042"," 1.95692591"," 1.530509748"," 0.79095599"," 1.027534077"," 0.79040368"," 1.138300517"," 1.14021410"," 0.836260737","-0.2618936809"," 0.660024667"," 1.78422102"," 0.194758488"," 0.980743887"," 1.713522224"," 1.500265745"," 0.709888058"," 0.924291644"," 0.570840552"," 2.082775456"," 2.257939166"," 0.845443904"," 1.038288974"," 0.731907554"," 1.1815015306"," 1.138762281"," 1.59271542"," 1.342590781"," 1.094300191"," 1.439211998"," 0.903420049","-0.10738306"," 2.45558749"," 1.63426929"," 0.885083639"," 1.052035979"," 1.131600093"," 1.4662615017","-0.826142782"," 1.135348174"," 0.942115533"," 1.65517348"," 0.99866351","-0.921387000"," 1.05632629"," 0.894325364"," 1.417231193"," 1.41125962"," 0.434477250"," 0.914481574"," 0.829450582"," 0.952631359"
"24"," 1.03932633"," 0.579650938"," 1.74014159"," 0.915496697"," 0.705253379"," 1.266429535"," 1.261627737"," 1.063504357"," 1.49702631"," 1.590663430","-0.189339532"," 0.873603354"," 0.7369134197"," 1.072457785"," 0.43432913"," 1.224469e+00"," 0.85299599"," 1.30487447"," 1.337066880"," 1.29451091"," 1.330583359"," 1.160139e+00"," 1.373206978"," 0.2441538491"," 1.3497517646"," 0.55115418"," 1.481434103"," 1.25019935"," 1.522078041"," 0.1822895242"," 0.775639588"," 1.060064125"," 1.19543256"," 0.425971364"," 1.320521245"," 0.961603006","-0.124822757"," 1.3064594812"," 1.894852116"," 1.410621775"," 1.491098203"," 0.11216974"," 0.813142447"," 1.544706367"," 1.353020160"," 0.2286221925"," 1.390595028"," 0.821588826"," 1.10894330"," 1.2176393007"," 1.042915648"," 1.9231819642"," 0.811069168"," 1.779621e+00"," 0.039079408","-0.6626230452"," 0.687555276"," 0.52367922"," 0.834231875","-0.02299687"," 1.034507898"," 0.05655515"," 0.863115877"," 0.54331354"," 0.096156613"," 0.75923861"," 1.445341938"," 1.23951908"," 0.703518901"," 1.6261853245"," 1.431102837"," 0.88328273"," 1.434441362"," 1.701917168"," 1.069174402"," 1.325810604"," 1.619909022"," 1.299447255"," 1.353665310"," 0.988125670"," 1.066217688"," 1.006617502"," 1.691824072"," 1.237992859"," 0.4964784792"," 1.198930589"," 1.38692700"," 2.077342212"," 1.024388201"," 0.851803960"," 1.031244571"," 0.15654914"," 1.68482078"," 1.08482647"," 1.018641091"," 1.103726859"," 1.198625798"," 1.2207917040"," 1.696086126"," 1.257185975"," 1.158040202"," 0.57634145"," 1.19649664"," 0.777284261"," 0.95828002"," 0.953241280"," 0.194194624"," 0.38281966"," 0.632010169"," 0.996569657"," 0.627756005"," 0.965972004"
"25"," 2.41012830"," 1.776718284"," 1.40663527"," 1.899781880"," 1.712350985"," 2.031365692"," 2.142773982"," 1.262525769"," 0.82575014"," 1.775292563"," 0.417099540"," 1.721426561"," 1.4015297986"," 1.239761746"," 2.27929449"," 1.690214e+00"," 1.64709337"," 2.14880653"," 0.512860391"," 2.10503483"," 2.008035826"," 3.121409e+00"," 1.905886590"," 1.3412851481"," 1.3364725520"," 1.81289771"," 1.727660223"," 0.61374449"," 0.999078923"," 0.7916181575"," 2.690386964"," 2.337899908"," 1.98443783"," 2.787671423"," 2.077973099"," 0.028270776"," 3.611503146"," 1.9152468953"," 2.538269420"," 2.584336924"," 2.057161890"," 0.65774803"," 2.580920221"," 2.203042527"," 1.997012056"," 1.2964769403"," 2.114712125"," 2.983235345"," 1.72381534"," 1.5171448830"," 3.289541983"," 2.1418814560"," 0.313585139"," 2.281615e+00"," 1.563339346"," 2.2001023612"," 0.984248517"," 0.80919197"," 1.264936516"," 1.41130205"," 2.255562044"," 1.28832727"," 1.821458694"," 2.91298444"," 1.393956210","-0.94338843"," 1.869546226"," 2.20128024"," 1.430630989"," 2.1456031495"," 2.147762223"," 2.07291280"," 0.658673727"," 1.939103135"," 2.742093674"," 1.274232182"," 1.781126982"," 1.485436445"," 2.038457759"," 2.472581070","-0.065891123"," 2.038619198"," 1.547717477"," 2.106252297"," 2.3770379411"," 2.085967824"," 1.29016325"," 0.576325756"," 1.721467066"," 2.896203108"," 2.489286645"," 1.12883108"," 1.01987133"," 1.73721401"," 1.444665377"," 1.897816234"," 1.891561029"," 2.6506476727"," 0.756913812"," 2.443127891"," 1.453933587"," 1.51908984"," 1.71605324"," 2.140633719"," 1.03530622"," 2.158134100"," 1.435708510"," 1.46328804"," 1.282667209"," 1.176096076"," 1.592835632"," 1.511731633"
"27"," 0.63763951"," 0.450477727"," 0.70770552"," 0.507759524"," 0.519201674"," 0.509297440"," 0.507569361"," 0.259670853"," 0.90230721"," 0.247177342","-0.154608609"," 1.050894230"," 0.3836016790"," 0.233598783"," 0.75915363"," 6.993557e-01"," 0.22315702"," 0.74623786"," 0.889545105"," 0.73452621"," 0.383975034"," 1.067896e+00"," 0.580132626"," 0.2915954841"," 0.6208577816"," 0.62980938"," 0.293233866"," 0.58399304"," 0.480693828"," 1.5006856749"," 0.738253920"," 0.871048946","-0.61658269"," 0.682355366"," 0.525924670"," 0.259000345"," 1.885175928"," 0.4422080642"," 1.081861280"," 1.237662474"," 0.820157633","-0.23458064"," 0.733545259"," 0.874426685"," 0.997494122"," 0.3868185695"," 0.327185731"," 0.804771991"," 0.54802890"," 0.9719194786"," 1.599866094"," 0.9824648660"," 0.223230167"," 1.268204e+00"," 1.927563737"," 1.2522495001"," 0.660555299"," 0.22351967"," 0.358176311"," 0.03406833"," 0.727788667"," 1.35769356"," 0.306086875"," 1.07197700"," 0.216447339","-0.36222402"," 1.117704718"," 0.27361118"," 0.728612046"," 1.6965638839"," 0.955585028"," 0.70287604"," 0.668881718"," 0.449443095"," 0.918598220","-0.116926492"," 0.640261320","-0.296400704"," 0.318421789"," 0.627390722"," 0.752814599"," 0.374154486"," 0.432517079"," 0.888800928"," 4.1991427271"," 0.155749790"," 0.39623609"," 0.623532704"," 0.618288876"," 0.501077467"," 1.149016190"," 0.16830345","-0.23128743"," 0.92411300","-0.272788506"," 0.422939707"," 0.782722414"," 0.6705624670"," 0.289195043"," 0.910640151"," 0.516789191"," 0.34710152"," 0.29918300"," 0.961606768"," 0.75968818"," 0.621136324"," 0.144904731"," 0.10578325"," 0.794106199"," 2.887409647"," 5.035482104"," 0.573861149"
