"","1","a","3","4","5","6","b","8","9","10","11","12","c","14","15","16","17","d","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138","139","140","141","142","143","144","145","146","147","148","149","150","151","152","153","154","155","156","157","158","159","160","161","162","163","164","165","166","167","168","169","170","171","172","173","174","175","176","177","178","179","180","181","182","183","184","185","186","187","188","189","190","191","192","193","194","195","196","197","198","199","200","201","202","203","204","205","206","207","208","209","210","211","212","213","214","215","216","217","218","219","220","221","222","223","224","225","226","227","228","229","230","231","232","233","234"
"Label","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"Pyroglutamic.Acid..130.0...83.4."," 79601","110513","105335"," 92207"," 70200"," 47103"," 64509"," 73709"," 60837"," 90459"," 46789","111145"," 63571"," 71056"," 83274"," 68586","127957"," 71694"," 87722"," 57716"," 66640","123894"," 97701"," 84658"," 87262"," 68972","104206"," 61292"," 44551","113693"," 70189","109089"," 74055"," 66102"," 78450","165523"," 41914","115576"," 84105"," 41908"," 73558"," 46569"," 50994"," 63620"," 57832"," 55294"," 48302"," 70047"," 78902"," 75332"," 73126"," 66385"," 93934"," 41264"," 59365"," 43479"," 64247"," 93354"," 54705"," 48355"," 79796"," 54627","118564"," 53700","132159"," 64855"," 90039"," 76900"," 89210"," 89687"," 69038"," 99313"," 56689"," 97655"," 68026"," 59635"," 53099"," 66249"," 67484"," 61094"," 51988"," 41978"," 60363"," 85519"," 49107"," 45015"," 70210"," 47453"," 59674"," 76212"," 61421"," 76325","101498"," 81473"," 52601"," 55874"," 79868"," 50913"," 85472"," 69992","119247","149055","101903","125664"," 54379","101415"," 81269","112252"," 70317"," 67535"," 64305"," 68359"," 78196"," 73078"," 67913"," 60772","124767"," 57023"," 56560"," 80138"," 72133"," 60132"," 57372"," 71731","124886","106425"," 65334","110347"," 61625"," 65930"," 88781"," 74820"," 53255"," 98740"," 48728"," 81286"," 62587"," 64079","104956"," 75734"," 66891"," 84766"," 61672"," 67003"," 47394"," 94258"," 75458"," 81285"," 79063","103574"," 96579"," 54854"," 93389"," 49425"," 87913"," 52330"," 49674"," 57033"," 73920"," 78469"," 95190"," 79481"," 72568"," 55176"," 69684","104498"," 57710"," 69221"," 70232"," 66053"," 57041"," 78265"," 50380"," 48225"," 52598"," 81972"," 85014"," 62722"," 64298"," 96915"," 70682"," 64606"," 68230"," 59720"," 69204"," 58316","105803"," 48753"," 68978"," 86261"," 78731"," 66905"," 70352"," 74835"," 77726"," 67278"," 63281"," 89787"," 69797"," 71043"," 51650"," 56648"," 80170"," 81308"," 40408"," 95568"," 78808"," 52143"," 75242"," 62308","109142"," 88726"," 56712"," 83117"," 70930"," 65722"," 76279"," 65834"," 54213"," 63094"," 55951"," 46726"," 79714","111994"," 77863"," 60694"," 55028"," 80642"," 87141"," 75817"," 51770"," 85227"," 70865","112945"
"Pyruvate..87.0...43.0."," 66664"," 73206","108728"," 98706","286692","213546","194819","110993","218647","277468","120120","254658"," 98489","152605"," 86636","199915","307155","283732","237421","458775"," 84009","185245","203715","196333","177883"," 64219","112545"," 94278","112592","207759","391580","158843","373715","259235","144685","248993","171883","288090","276415","234841","173021","215749","122292","239361","169183","106828","191206"," 97074","260864","237434","166950","208487","222103","115973","266303","342868","397833","163910","163911","175855","165155","160305","283968","226556","231393","206575"," 53704"," 49358"," 69008","146695"," 60333"," 72291"," 66300"," 65945"," 57941"," 75730","113737","137774","136509","135059","157695","122556","112350","199085","220893","306862","230049","110364","211665","107421","348862","217507","233771","212604","139345","222492","118697","143037"," 93611","201722","139775","273623"," 98381","164261","494812","204931","193469","228883","285301","270414","120622","201804","345561","145499","159417","119457","140634","218224","207305","135181","183169","249978","136358"," 97117","321123","110719","154363","201060","240891","132450","173432","177867","275651","176944"," 97926","191158","230218","169758","208724","346782","173555","134835","429810","252080","150801"," 70255","182478","128548","216128"," 83252","149876","145893","136006","146547","133037","142512","158516","117894"," 90704"," 93597"," 87898"," 65644"," 56115"," 55108"," 62543"," 94170","106001","210394","215703","184214","220840","175618","266367","183956","220180","151398","111707","119029","146407","218993","198412","210612","314308","308446","201512","115848","207669","121411","388249","169626","138551","153692","631100"," 84493","271123","195841","232012","377393","238802","177514","163938","305077","217947","361219","179876"," 64166","151384","223301","158000","118190","334553","311367","135151","174949","127083","147204","276944","126744","136854","313882","143656","451286","104474","295898","176913","135870","203932","144179","151449","208656","110547","366734","138913","265890"
"Reduced.glutatione..306.1...143.0.","110255"," 97393","129680"," 89097"," 60000"," 59320"," 85020"," 72764"," 82141"," 88049"," 71224"," 75089"," 69476"," 68772"," 74200"," 72137"," 77368"," 61400"," 80634"," 63450"," 81679"," 83813"," 72003"," 83371"," 84859"," 59340"," 80514"," 79108"," 76113"," 78829"," 87969"," 78328"," 85829"," 85009"," 77991"," 70955","108804"," 92162"," 82741"," 89884"," 79179"," 82314"," 77807"," 87821"," 66736"," 76004"," 96507"," 75070"," 99253"," 77995"," 82744"," 81353"," 77092"," 81484"," 81488"," 70872"," 62005"," 73208"," 81167"," 74293"," 61672"," 69640"," 81237"," 60136"," 77565"," 70732"," 74104"," 95886","103425","105940"," 99683","104151"," 94512"," 88681","110155","108315"," 93919"," 75258"," 82185"," 83475"," 69194"," 76110"," 72208"," 76233"," 81043"," 77913"," 68920"," 64421"," 81126"," 76864"," 71000"," 88569"," 68847"," 57678"," 75810"," 95410"," 84577"," 74371"," 72830"," 81420"," 77844"," 67380"," 79417"," 87120"," 72589"," 99391"," 92604"," 75509"," 97370"," 82157"," 90219"," 99826"," 78243"," 74515"," 75816"," 64421"," 72587"," 89649","104038"," 94614"," 83953"," 92119"," 73858"," 78526"," 86924"," 84789"," 70959"," 79949"," 80766"," 98735"," 87518"," 83497"," 79326"," 69847"," 76514"," 74516"," 81905"," 88894"," 84037"," 89594"," 80116"," 77662"," 69997"," 83703"," 69568"," 82262"," 76443"," 89767"," 76615"," 65797","106370"," 78063"," 78267","108172"," 69695"," 71902"," 76518"," 72754","104186"," 95835"," 94707","107237","103304"," 90155","112172"," 96788"," 98737"," 79264"," 91252"," 79081"," 82436"," 71224"," 74972"," 81861"," 64584"," 62808"," 80452"," 69688"," 76397"," 69855"," 80486"," 70651"," 69132"," 70422"," 88623"," 85739"," 82297"," 67465"," 64096"," 88915"," 87425"," 82840"," 93030"," 86205"," 84212"," 84231"," 77426"," 80413"," 84860"," 77438"," 92216"," 78438"," 75769"," 67133"," 77162"," 60891"," 76549"," 66725"," 74608"," 73789"," 77348"," 76130"," 89370"," 67700"," 76799"," 76110"," 74507"," 81530"," 77285"," 75820"," 75800"," 73069"," 76771"," 81106"," 68372"," 72726"," 82970"," 79884"," 77099"," 67975"," 91945"," 68415"," 78437"," 70456"
"Salicylurate..196.1...152.0.","21679","13353","15635","33510","14952","28490","59983","31510","50380","31585","18929","54178","22901","27343","31034","29111","28886","64473","37661","35766","28734","30590","34932","30791","31055","28359","33157","38446","26371","27800","30071","26399","24077","35828","30681","37715","22037","23201","23781","20273","33207","19941","22533","22165","21432","33496","22734","20954","18669","23086","24376","19610","11675","17608","23639","29897","36588","32988","39296","22236","35179","25307","25094","23740","27933","26836","15366","18289","19332","16546","20521","15446","35029","20324","13558","21247","24667","18041","15284","20028","27894","15770","17891","25620","12048","13668","19295","34912","14753","15242","17643","25526","18143","23699","23496","25401","24782","24292","29910","31695","35278","23126","25425","31369","40018","42333","32315","27887","48600","37968","61772","44135","21266","25165","20701","52369","20597","25600","25395","23523","23367","21180","35528","23054","20455","27663","24758","19547","26625","21018","19544","21348","24282","28517","22376","29454","21478","30829","34318","32688","26995","30012","26082","38161","33406","26729","36681","29084","35772","24621","27050","28723","36891","25290","37516","28716","46506","23834","16158","11059","18419","21567","18018","14875","22025","18919","27241","16502","16623","18703","12844","21323","12559","24138","16267","19137","22753","16048","15214","37244","19498","37429","24999","22779","27085","35165","27215","27043","34771","31677","35420","38113","29703","63178","33775","28408","32835","26740","33194","40894","34102","49850","30885","33518","30412","44822","19872","34321","28310","32420","26469","40154","45607","30992","27773","36552","31806","42160","25894","32064","30143","31361","29573","10940","26784","25355","28836","23045","27969","27998","29278","26295","37026","45837"
"Serine..106.0...60.0.","2165296","2827701","1981241","2277521","2595919","2896480","2756307","2734459","2700045","1863850","2320530","3103445","3145338","3596499","2606859","2514002","1812648","2965845","2384396","2358536","3601132","3359839","3470923","2891828","3926923","4430673","3022614","3660447","4144250","2724369","3509273","2478615","2358807","3050957","3068916","3069633","2494086","2564264","3005922","2642452","2728693","2348740","3905764","3311204","2294188","2850923","2932327","2855974","2274143","2750918","2189566","2256169","4154816","2352416","2128490","2444400","2205341","2413163","2027755","2065192","2687436","2062773","1784152","1616451","2501703","1875895","3265599","2365565","2308918","2396120","2318952","2820301","2966546","3264621","2563022","2778837","2631263","2450314","2159395","2953385","3070019","2252844","2597744","1990830","2499275","2810233","2938358","2206434","2092094","2791705","1733030","2533622","3281752","2192629","3914486","3386040","3140065","3573104","3862022","3738823","3389299","2170891","2827532","2135843","1781128","3012677","2115342","3120536","2760370","2197228","2752789","1940282","3382482","2896807","3068322","2870083","2365955","2831038","2988454","2428533","3275528","3353869","2623428","2443548","3257777","3119542","2784227","2742144","2753311","2828578","3003940","2114112","2123701","2097152","3000318","1796145","2536500","3299470","2149828","2005190","3372614","2620280","1890794","2482593","2476852","2929531","3376629","3101786","3023123","2471224","3587132","2504357","2620749","3483413","2871985","2205925","2984628","2622804","2634876","2882994","2209010","2759209","2769823","2922889","2835830","2230119","2843428","2718207","2969712","2640597","2684316","3072207","2825488","2847855","2656566","2039445","2373856","2462523","2348726","2448112","3057248","3885258","2999940","3162489","3205667","3451364","3076791","3514278","3087686","2919075","2920705","1812850","3321441","2459060","2275850","2854890","2584184","2405119","3184225","2963551","3117996","2148344","3334161","2422616","2103980","2944944","2447689","3871281","3271901","2874050","3222831","2677566","4397787","3485980","3489988","4228797","2214469","2726885","2328743","2317300","2901124","2353983","3421264","2467051","2603938","2607058","2532493","2535572","2656381","2278468","2710326","2426084","2295814","1930491"
"Shikimic.Acid..173.0...93.0."," 9052156"," 1365158"," 4034765","  126082","73674226","22820494","15266189","22777349","22915235"," 9569072"," 1387321"," 6386497","25877872"," 9432776","14089632","53997347","11070054","14896547","11920743"," 2064795","56350376"," 2787698"," 2594602","57898470","12590449","10356534","14282118","17762009"," 3397964","27796911","71824460","82431614","21189652"," 6910944","54800238"," 2490986"," 6642182","18404110","11577678","28017366"," 9619191","52338422"," 3877386","25055518","69783343","24518235","16693190","13046316"," 7314615","14275678","32088002","25262164","40916351"," 3753281"," 2468204"," 6434172"," 4298162"," 6824138","62103252"," 6263629"," 3936525"," 6749625","15157762","64398681"," 2186971","31649865"," 5441068"," 1024202"," 3496310"," 2270508"," 1840009"," 8084533"," 2037133","  993431","  795599","  915564"," 5013294","22178641"," 2940937","35028240","48218885","12014406","17814056","27861661"," 5725779","14230707","36371882","30204612","68061172"," 3605050","13041743","13109203"," 5827550","76737333","71896450","51494096","26821213","34183154","41608597"," 7388860","19931241","47771343","73156856","79383001"," 3629177","11509307","11672300","24855491","30582603"," 5605877"," 8468314","  726370","87002692","13437332","12957968","34996343","79862030"," 4153793","29449394"," 4827047","20663036","11977254","13451542"," 1516031","18599803"," 4298525","22811738","25175471","29389279"," 7788839","11942369","10604125"," 5233095","10491776","63374708","11735285"," 4120283","20928863","10831022","37352262","10605560"," 6724069","21976181"," 8263993","47236698","54518816","17111728","40149936","61858086","15305749"," 2590494","15138060","33069552","30490796","33182795"," 2947811","19105896","57988279"," 3391196"," 2427931"," 3821661","  882053","10591805"," 1039379","  626659","  304275"," 2468881","32504730"," 5115524"," 7252410","17142492","73776443"," 2509504"," 3262766","44972776","37054513"," 4079231","25526112","54775668","26331127"," 6963443","18736229","14450657","24571684","18847880","70385144","31181437","20602156","12015720","88063183","13082595","51118684"," 9845130"," 4733634","15876176"," 9117815","11023748"," 4401465"," 2824090","22281322","12773855"," 2437506","83063389","78045477"," 4125457","11100506","17982353","28220136","17187588","16462923","10705272"," 6569374","23653240","54066600","21338658","14300694","40011558","36218103","14219686","43205901"," 5064131","25969390","15954590","17096220"," 8562333","16500205"," 3830947","33218378"," 4122234","64961488","23145923","41952992","20544346","18533069"
"Sorbitol..183.0...91.0."," 86725"," 92454"," 70052"," 70780"," 54815"," 91598","107400"," 81699"," 74026","145706"," 51101","162744"," 69851","102835"," 85663"," 73350","109056"," 60163"," 85085"," 63999"," 73552"," 94756"," 68302"," 97783","122810"," 70957","111468"," 76735","109012"," 99762","105248"," 97588","114299"," 82432","117765","104947"," 51614"," 87540","107309"," 58403"," 89165","103858","101555"," 72421"," 63719"," 71966"," 89183"," 51505"," 71093"," 73792"," 58693"," 75856"," 98277"," 94056"," 82418"," 80657"," 77440"," 89745"," 84365"," 50396"," 76762","119047"," 55908"," 92191"," 87854"," 72120"," 87551","105397","117037","103903"," 69467"," 86754"," 73064"," 83465"," 85748"," 86124"," 62237"," 99238"," 74625"," 77314"," 70874"," 50119"," 86376"," 78718"," 55872"," 64535"," 89312"," 49002"," 47931"," 81916","107576"," 88713"," 87502"," 98947","121345"," 78205"," 94034"," 93730","110440"," 90909","107934","153106","105933","100268","116777","123006"," 93669","130582"," 56736","104038"," 71257"," 88251"," 89420"," 88606"," 65762"," 91037"," 60993","107164"," 85512"," 68637"," 90134"," 81604"," 96585"," 80776"," 28847","115631"," 90625","112157"," 48307"," 72770","110458"," 72817"," 87780"," 92970"," 83011"," 71877"," 57169"," 84358"," 96639"," 82119"," 93212"," 78623","127027","102454","104296","100208","107838"," 86386","107290","132956"," 67476"," 90254","135344"," 61499"," 66809"," 74563"," 81949"," 80325"," 85217","108366"," 94593"," 85237"," 80687"," 76005","107133","119468","123877"," 86631"," 92437"," 60280"," 76046"," 41832"," 64152"," 68926"," 87404"," 83149"," 82353"," 68874"," 83976","125940"," 61495","104124","107427","102025"," 85919"," 90098","106744"," 96608"," 85476"," 79674","100493"," 50936","130530"," 95999","126333"," 81919"," 99090"," 63706"," 92164"," 81411"," 89550","103602","105272","115468"," 65062"," 97333"," 81306","112116","101282"," 83679","128525","118851"," 94708","142440"," 96238"," 92969"," 91831"," 97665"," 83554"," 81220"," 62193"," 97589"," 69158"," 96656"," 82663"," 71034"," 56334"," 73956"," 97244"," 85219"," 85916","119746"," 93647"," 69024"
"Succinate.Methylmalonate..117.0...73.0.","1731038","1500362","2163298","3264678","1887384","3018456","2652693","2658214","1636887","2602761","1209441","2193314","1342641","1791562","2681143","2132714","2590965","3005382","2007156","1237807","1753103","2133407","4289879","2317545","1845184","2898852","2250448","2046378","2713792","2376485","1669259","2358660","1982966","1980717","2709127","2265943","1915295","1943015","2682789","2015125","2628818","2318041","2466693","2077244","3092278","2470206","2185184","2096451","2145475","2056283","2480446","2039671","1307169","2913176","2362526","2342942","2209995","1891263","2092365","1622579","1777531","2010931","2702020","2071273","2312873","2035684","1534162","1585772","2003396","1423403","1453919","1680566","1345047","1617106","1404223","1202208","2363420","2355648","1743197","1726188","2789586","2069788","2100447","2424523","1753671","1527386","2376665","2004627","1674158","2250589","3309891","2523545","2308070","2156940","2420224","2552711","2187278","2093780","2966392","2196042","2020607","5135795","2929222","2429006","1576468","1926657","2628749","2191420","2173470","2358250","1377511","2478038","1602641","2300735","2375678","1865054","3425511","1986539","2308000","1997304","1994332","2102841","2178912","1823293","2582296","2620516","2421297","2416715","1801992","1653233","2306588","2444755","2296121","2420305","2295190","2601854","2199535","2607077","2366663","1745145","2110716","2757164","1789522","2267211","1795477","2380982","1795508","2565962","2153691","2728486","1783475","2242794","2548848","1829684","2234450","2383153","2154828","2107359","1247098","1730779","1578647","1405962","1423572","1713911","1742235","1463927","2225543","2961909","2101742","1700644","2054046","2486290","2193104","1836141","2328363","2722250","2702021","2187931","1720474","2200761","1707148","1607213","3123741","2326566","2880010","1975460","2539536","1868276","2638928","2141273","1682726","3793729","1619602","3900463","2693874","2596080","2225372","1988244","1898523","2133498","1447627","3760453","3049483","2492873","1379178","2481311","2345941","2529438","2202163","2399513","2291448","2049174","3270436","1989009","2091531","2050573","2051605","2508403","2290047","2039211","2639478","2106173","2098254","1549536","2056955","1942961","2432883","2159084","2302038","2009311","1655806","2212667","2281937","2856615"
"Taurine..126.0...108.0."," 664775","1917644"," 855526","1094469","1490661","1037178","1504064","1871037"," 905259"," 803424"," 887241"," 751839","1417094","1312162","1387293","1040298","1282657","1418135","1126161","1195675","1421277","1696644","1688923"," 944253","1043665"," 878341","1144237","1532353"," 960528","1147394","2001231","1164136","1105220","1385903"," 753598","1856190","1267729","1222548"," 959600","1194036","1090085"," 769148","1501177","1204904","1304477","1085450"," 731134"," 840446"," 637894"," 955953","1433024"," 963139","1359179"," 636230","1410060","1508631","1093435","1232708","1375821","1319524","1232347"," 894460","1625279"," 934053","1681872"," 830796","1273777","1429655","1083666","1406139","1024962","1526710","1072951","1109361","1384942","1130786"," 963642","1292099","1073379","1337157","1480448"," 918489","1179325","1226399","1245034"," 982069","1160562"," 835825","1087720"," 851239"," 501748","1021964","1494381","1585917","2176416","1607897","1306367","1597489","1089398","1087152","1010613","1091385","1327180","1042546"," 870014","1352369","1107790","1727826","1258470","1191439"," 778534","1441594","1007844","1280095","1456658","1371690"," 785080","1420742","1129996","1093788"," 708872","1314516","1188621","1162108"," 782461","1130463","1532095","1558897","1069362"," 688001","1183987"," 968338","1130673","1223097"," 768514","1267993","1207595","1223568","1460018","1102480","1273443","1287910","1062616"," 824722","1186664","1097439"," 980762","1174638","1488364"," 816052"," 826239","1814854","1109277","1579400","1005226"," 913596","1510241"," 892127","1486249","1131931"," 888412"," 877049","1734032","1720608","1837083","1076919","1101786","1123228","1189425","1423636","1204713"," 958990","1174374","1501403","1366160","1206691","1627595","1712428","1261348","1215947","1549907","1172568","1020786","1257685","1373234","1317021","1069064","1483751","1051651"," 927435","1348093"," 725752","1625796","1577069","1329631","1449842","1641362","1174634","1601312","1372777","1075435","1633097"," 862415"," 952593","1220248"," 859367","1319679"," 948820","1351697","1089360","1929652","1211741","1542053","1597973","1283495","1195050","1189610","1012723","1533297","1140890","1223930","1027041"," 815115","1270343","1172434","1301187","1207350","1019215","1256470"," 595866","1114904","1272235","1031387","1309213"
"Threonine..120.1...102.0.","193825","305381","174144","259791","349332","229828","322253","244374","269091","157408","222465","330566","263571","416169","280686","199190","243505","328810","373068","304685","363515","272789","264072","292226","258898","278880","252786","330675","435173","408891","299275","297665","181159","202839","289610","286072","143934","200697","369404","295256","205673","458943","286066","294930","192077","268382","175070","256427","139935","219558","181637","181375","236409","211710","190249","169161","237347","377224","257450","163105","393244","263507","219282","206876","254690","227956","276190","313742","442591","273420","283663","265480","298511","241243","257212","366186","248183","292812","257082","307297","255325","242935","269016","241314","155866","230863","274468","231550","276695","301959","178399","243968","317574","315013","316972","301013","328277","287926","319822","297520","394944","278102","367602","304697","210959","274799","257100","443185","224226","228047","282953","147056","270343","223013","246691","329671","217017","195636","254648","421653","254227","267112","257063","172785","128752","244443","364457","356459","198682","291764","246615","190039","199203","266674","274026","196159","236778","318411","295104","188176","423510","223992","295537","244178","219298","248528","337418","346527","317403","405441","301882","275670","269200","237859","268528","292858","248463","244414","305505","286330","375066","283338","277652","297117","388481","275161","317475","243958","264115","239777","242197","181126","257233","225267","296298","287278","299920","237026","370925","360915","238144","352755","377088","283312","358170","359036","290737","265993","213120","264075","373779","255648","410009","283081","308530","306879","290838","225010","344493","247037","380137","284001","365524","223825","140510","354953","284070","304072","312206","247652","289745","290048","325942","382329","260060","299508","303822","244865","219377","323325","312042","288986","227659","303523","206434","240032","142918","272455","248312","254878","222687","352455","262923","233109"
"Trimethylamine.N.oxide..76.1...58.0."," 9525495"," 3648630"," 9361590"," 2666587"," 5528107"," 7087490"," 3543646"," 3315206"," 3384770"," 7059775","  691945"," 2370642"," 3143392"," 5789223"," 4196671"," 5372198"," 4057864"," 2391217"," 3245525","  441151"," 4863515","  832075"," 3196186"," 3891617"," 9371920"," 9194669"," 6293794"," 1860018"," 9524375"," 9051645"," 5154087","17176484"," 8829845"," 3266960","11216028"," 1896617","21638073"," 6817111","  282733"," 2254977"," 4847584","17000104"," 2798063"," 4384561"," 4328597","  687017","31268534"," 5667173","15284834"," 2714904"," 8288596"," 1748951"," 4518576"," 1128937"," 1096182"," 2109778","  569785"," 6468541"," 2937148","20877756","  870500"," 1548120","12557967"," 9763893"," 1713633"," 1567793"," 3313071"," 3417629"," 8807540"," 3030319"," 2193244"," 2705761"," 1902100"," 6358965"," 3678502"," 5901273"," 1511738"," 4081609"," 3539573"," 2009697"," 4502894"," 4243578"," 4577021"," 4016082"," 2175752"," 3504435"," 1345353"," 2968434"," 9168812","  826210"," 5576045"," 2272314"," 7568754"," 3547289"," 3372933"," 7377652"," 2453811"," 5579627"," 3218604"," 1424767"," 2248263","13668615"," 1465321"," 4631981"," 6997045"," 3432661"," 2621155","  654107"," 1715275"," 3813055"," 1369645"," 8377367"," 7115489"," 4215167"," 1347316"," 2373794","31119963","  968969"," 6029484"," 2395207"," 5757927"," 1873106","  496519"," 9460947"," 5448346"," 2943615"," 1871518","  501400"," 2100694"," 1465106"," 3527929"," 2481282"," 3999165"," 2244412"," 1629323"," 4915369"," 5397691"," 3068812"," 2420358"," 6751433"," 1014729"," 1918130"," 2768536"," 3182332"," 4262960"," 6558675"," 5503298"," 2331458"," 2173517"," 6566353"," 6825805"," 1323007"," 3794750"," 3678033","16746856"," 2063063"," 2207903"," 1752734"," 3541360"," 1992481"," 2043816"," 3562121"," 4791839","  812516"," 2520675"," 4415112"," 1818362"," 4035825"," 5629656","  705861"," 1331660","33197287"," 2319845"," 1987768"," 1314118"," 1392552"," 3325766"," 2474724"," 4743410"," 4344391","10047228","  912185"," 3385736"," 2652037","14402991"," 4573480"," 7344720"," 1514780","10049062"," 4769896"," 2787225","60861013"," 3481066"," 1302812"," 3144977","  998864"," 5358136","14905169"," 1496700"," 1751160"," 1998742"," 3748338"," 6691440"," 4232017","  366001"," 1199225","  689842"," 2651784"," 1806716"," 2113726","13258766"," 5935645"," 1391232"," 2117755"," 4039075"," 2740428"," 2312749"," 3732740"," 1891118"," 5190298"," 3310705"," 3177916","16728801"," 1578295"," 5807884"," 4414624"," 1398939"," 2965404"," 6966265"," 2888668"," 1129923"," 1082838"," 3534319"," 3582227"
"Tryptophan..205.1...146.0.","2029725","4434096","3094647","2044944","3215494","4240719","4795112","3745847","3229369","3666792","2113308","5410601","2417581","4440982","3806312","3137097","4026591","2541068","4367716","2484077","3179992","3749532","1785060","3447926","2445951","3774350","4227407","4116887","4099462","4833682","3491618","5281203","3293700","4253586","4240207","3696669","2311151","2984961","5077395","3367628","4611566","4869158","3309688","3752190","2483748","2493184","3623999","3385043","3043811","3120941","3863827","3312894","3745855","3314222","2884745","3156467","3482820","4749920","3676562","1987271","2544110","3181684","2093490","2033062","3023890","3145016","2590567","2363195","3307346","3737932","2325399","2794353","2376194","1630031","2359387","2210775","2557807","4615851","2423636","3122642","3038471","1965169","3765463","4203460","3034902","3095583","3996873","2379165","2550115","3790402","1579828","2999431","3825216","5471964","4142266","4392865","4716716","3262670","4272912","2991561","5260759","5048048","5521216","4098907","3842814","5509396","4908349","5062385","2682165","3186992","4376364","3293859","3202492","3160169","3000213","3867291","2346802","4085963","4407771","4163892","3882744","3721694","4207499","2192347"," 501607","4955754","4030779","4373013","2421211","3811438","5291646","4263317","2884877","3542619","4201038","3231099","1822095","3121420","3769871","3291475","4970892","3146485","5424906","4425801","3892576","4501317","4813514","4330333","3826636","5050070","3206095","3129525","5079972","3276263","2008510","3261821","3125416","4040216","2961319","2911679","2796941","3051630","3283794","1817119","3428576","3377501","4275064","3787654","4066064","3759055","3472580","1493736","3374567","3355164","3342429","4270877","4314398","3915772","3872182","5159063","1413731","4605143","4908143","4218395","3938638","3890708","5017669","4090587","3831182","4056066","4166553","2927068","6118484","4105405","4851983","3382335","5568469","2679960","4900130","3863153","4761988","4613401","2922042","5228226","2325930","4634872","4107851","3575116","3636150","3642563","3655889","5292424","3608120","5033660","3642135","4024816","4437691","3260355","4355857","4319720","2516424","3787968","1968622","4892362","3684047","3685537","1827740","3803933","3197922","4138231","2739819","3984295","3782467","3126951"
"Tyrosine..182.1...136.3.","2469302","2854151","2399463","2023406","1565983","2815786","3249245","2358759","2310546","3983088","1346512","4576263","2079741","2596241","2458492","2079191","3238730","1796803","2656637","1757985","1994845","2437773","1781044","2434811","3077275","1863871","2799037","2043180","2887513","2835944","2655702","2592530","4113418","2510410","3603215","2984750","1589484","2474837","3001172","1870383","2593699","3186857","2783997","2142786","1894106","2068135","2828266","1630938","1939562","2283921","1930343","2248423","2989462","2849683","2789249","2596781","2421616","2555596","2550838","1492906","2158597","3541555","1562950","2720615","2501711","2000895","2272443","3176403","3720639","3246274","2027376","2561974","2003588","2665433","2557572","2509634","1911611","2822192","2040194","2153449","2106648","1656844","2925438","2217715","2183596","2090259","3086809","1527533","1509703","2613792","3532625","2712315","2587070","2798251","3456640","2226639","2849793","2723644","3065622","2332239","3050090","4927191","3101307","2612578","3024563","3504201","2872058","3872045","1597045","2803295","2184842","2448806","2827863","2502625","1880355","2622960","1899809","2840900","2484899","2100897","3114854","2370575","3297569","2262399"," 976789","3319175","2617317","3427714","1507751","2220907","2899704","2093869","2521163","2518410","2419743","2198044","1520829","2436157","2755852","2444923","2522502","2208933","3635383","3143503","2998074","2884453","3144271","2361543","3188619","3932773","2251694","2685005","3956087","1891283","1989342","1998904","2330756","2436430","2399065","3742139","2884273","2298051","2691699","2240078","3456118","3334297","3865877","2534699","2819259","1890414","2088994","1337934","1810877","2096839","2471728","2305207","2367307","2102528","2255270","3216541","1797192","2659778","3304076","3309518","2781098","2499261","3125016","2713109","2428716","2334939","3312504","1626144","4303899","2634546","3508999","2259985","3008102","2070505","2687269","2473656","2594911","3134410","2830464","3427287","2024103","2643490","2212578","3186896","2918331","2115777","3392215","3278946","2668930","3698996","2602918","2487081","2981534","2596201","2376154","2522871","1927459","2899027","2132713","2643287","2454869","2035974","1670911","2003507","2856247","2485967","2610364","3272032","2711369","2142709"
