"","X1.Methyladenosine..282.1...150.0.","X1.Methylhistamine..126.0...109.0.","X2.Aminoadipate..160.1...116.0.","X2..Deoxyuridine..229.1...113.0.","X3.Nitro.tyrosine..225.0...179.3.","X4.Pyridoxic.acid..182.1...138.0.","X5.Hydroxytryptophan..221.0...134.0.","Acetoacetate..101.0...57.0.","Acetylcholine..146.1...87.0.","Aconitate..173.0...129.0.","Adenosine..268.1...136.0.","Adenylosuccinate..462.1...79.0.","Adipic.Acid..144.9...83.0.","Alanine..90.0...44.0.","Allantoin..157.0...114.0.","Alpha.Ketoglutaric.Acid..145.0...101.0.","Aminoisobutyrate..104.1...86.0.","AMP..346.1...134.0.","Anthranilate..136.0...118.0.","Arginine..175.1...70.0.","Asparagine..133.1...74.0.","Aspartic.Acid..132.0...88.0.","Betaine..118.0...58.0.","Biotin..243.1...200.0.","Carnitine..163.1...85.0.","Choline..104.1...60.0.","Citraconic.Acid..129.0...85.0.","Citrulline..174.0...131.0.","Creatinine..114.1...44.0.","Cystamine..153.0...108.0.","Cystathionine..221.1...134.0.","Cystine..239.0...97.0.","Cytidine..244.1...112.0.","Cytosine..112.0...95.0.","D.GA3P.DHAP..168.9...78.8.","Dimethylglycine..104.1...58.0.","D.Leucic.Acid..133.1...87.0.","DTMP..321.1...79.0.","Epinephrine..184.1...166.3.","Erythrose..199.0...97.0.","F16BP.F26BP..339.0...79.0.","Fructose..179.0...89.0..3..","Fumaric..115.0...71.0.","G16BP..339.0...79.0..2..","gama.Aminobutyrate..102.1...85.0.","Glucoronate..193.0...113.0.","Glucose..179.0...89.0.","Glutamic.acid..148.1...84.0.","Glutamine..147.1...84.0.","Glutaric.Acid..131.0...87.0.","Glyceraldehyde..89.0...59.0.","Glycerate..105.0...75.0.","Glycerol.3.P..171.0...79.0.","Glycine..76.0...30.2.","Glycochenodeoxycholate..448.3...74.0.","Glycocholate..464.3...74.0.","Guanidinoacetate..116.1...70.0.","Guanosine..284.1...152.0.","Histidine..156.1...110.0.","Homogentisate..167.0...123.0.","Homovanilate..181.0...137.0.","Hydroxyproline.Aminolevulinate..132.1...86.2.","Hypoxanthine..135.0...92.0.","Hyppuric.Acid..178.0...134.0.","IMP..347.0...79.0.","Inosine..269.1...137.0.","Kynorenate..188.0...144.0.","lactate..89.0...43.0.","Leucine.iso.Leucine..132.1...86.2..2..","Linoleic.Acid..277.1...259.0.","Linolenic.Acid..279.1...261.0.","L.Kynurenine..209.1...94.0.","Lysine..147.1...84.0..2..","Malate..133.0...115.0.","Maleic.Acid..115.0...71.0..2..","Malonic.Acid.3HBA..103.0...59.0.","Margaric.Acid..269.1...251.3.","Methionine..150.1...61.0.","MethylSuccinate..131.0...113.0.","N2.N2.Dimethylguanosine..312.1...180.0.","N.AcetylGlycine..116.0...74.0.","Niacinamide..123.0...80.0.","OH.Phenylpyruvate..179.0...107.0.","Ornithine..133.1...70.0.","Orotate..155.0...111.0.","Oxalic.Acid..89.0...61.0.","Oxaloacetate..131.0...87.0..2..","Pentothenate..218.1...88.0.","PEP..166.9...79.0.","Phenylalanine..166.1...120.2.","Proline..116.1...70.0.","Propionate..73.0...55.0.","Pyridoxal.5.P..246.0...96.9.","Pyroglutamic.Acid..130.0...83.4.","Pyruvate..87.0...43.0.","Reduced.glutatione..306.1...143.0.","Salicylurate..196.1...152.0.","Serine..106.0...60.0.","Shikimic.Acid..173.0...93.0.","Sorbitol..183.0...91.0.","Succinate.Methylmalonate..117.0...73.0.","Taurine..126.0...108.0.","Threonine..120.1...102.0.","Trimethylamine.N.oxide..76.1...58.0.","Tryptophan..205.1...146.0.","Tyrosine..182.1...136.3.","Urate..167.0...124.0.","Uridine..245.0...113.0.","Valine..118.1...72.0.","Xanthine..151.0...108.0.","Xanthosine..283.1...151.0.","Xanthurenate..204.0...160.0."
"188","-0.99126381","-0.402872093","-0.55117146","-0.794079793","-0.815606024","-0.97158435","-0.629777280"," 0.545644181","-1.40527586","-1.365497533","-0.733114838"," 0.096730628","-0.4199877211","-1.293165587","-0.25952882","-9.511517e-01","-0.805266885","-0.75804865","-0.066814656","-0.52816717","-1.073274364","-0.2489500277","-0.880169763","-0.8531010337","-0.6146589374","-0.69094913","-1.174500035","-0.596236291","-1.149544346","-0.5780005091","-1.515095839","-0.448294815","-0.98447041"," 0.081926772","-0.727014618","-0.228294490","-1.388803421","-0.7321531162","-1.203833587","-0.664181261","-0.860593598","-0.44468218","-0.582529000","-0.569933774","-1.576693089","-1.3254166533","-0.838992689"," 0.108707801","-0.93797396","-0.3921067512","-0.650072155","-0.0010723584","-0.629341517","-1.5149642563","-1.528628789","-1.756884991","-0.778526071","-0.46198926","-0.658726007","-0.66086391","-0.380563041","-1.67453201","-0.465991597","-0.80184755","-1.207362416","-0.37405648","-1.153892965","-0.72332449","-0.810692258","-0.5869402337","-0.772263633","-0.68480109","-0.515000914","-1.593614098","-0.716274375"," 0.505251330","-0.293878474","-0.789491434","-0.994184200","-1.072128292","-0.138004134","-0.758874698","-1.400592734","-0.480027798","-0.8618965041","-0.621660199","-0.37211297","-0.844139901","-0.096476158","-0.616902368","-0.718590207","-0.58239568","-0.77342314","-1.28171484","-1.118021208","-1.195495283","-0.710042138","-0.3486448402"," 0.061664044","-0.611433185","-1.049884672","-0.39807873","-0.86842535","-1.269119799","-0.50498833","-0.691620199","-0.727645646","-0.99234234","-0.998487800","-0.288500247"," 0.022242436","-0.755783942"
"189","-0.68678416","-1.811283799","-0.28290764","-1.123574688","-1.201732592","-1.95731299","-1.735812788","-1.310633615","-1.34570527","-0.977202866","-0.985926493","-0.744162353","-0.7000651480","-0.743142077"," 0.28074966","-1.542813e+00","-1.638181536","-1.51018796","-0.555287736","-1.96162391","-1.814647630","-0.6973340056","-2.400049374","-1.6119876702","-1.5687794432","-1.35236103","-0.914079005","-1.247644588","-0.891554108","-0.1306085361"," 0.434462689","-1.655308003","-0.03825892","-1.382971259","-1.615918160","-1.930965015","-0.998261938","-1.6586036059","-1.903733747","-1.218876091","-1.627163435","-0.91278799","-1.364271103","-1.580299310","-1.352448879","-1.5300586338","-1.065037671","-0.220852323","-1.49615366","-0.7967881298","-0.191352889","-0.7458679035","-1.416413444","-1.1001532900","-0.234361646"," 0.129436116","-1.512897048","-2.22992034","-1.371231062","-0.72308434","-1.635569346","-0.77400147","-1.531352699","-0.66198861","-1.512594403","-2.70707142","-0.471757622","-0.73663056","-1.256294413","-1.7834208496","-1.241925810","-0.60958396","-1.523331920","-0.201865621","-1.554361421","-0.742434731","-1.570729905","-1.267384230","-1.687128613","-0.054022825","-0.109007053","-0.365212835","-1.463266928","-1.787431078","-0.7287986018","-0.597309798","-0.76159371","-1.143756134","-0.919638532","-1.223318646","-1.114325728","-0.31392572","-0.74136232","-1.30984992"," 0.070803083","-2.017124601","-0.910239924","-1.3723192913","-0.682337286","-1.555204432","-1.086836543","-1.77762841","-2.02533142"," 0.379020734","-1.31050348","-1.617954521","-0.864692330","-1.36867891","-1.270313578","-0.567485814","-0.589774638","-1.691437252"
"190"," 0.51688011","-0.380343764"," 0.18993703"," 0.416936599"," 0.609991685","-0.15790180","-0.107482847","-0.977168083"," 0.27846288","-0.186404436","-0.510035323","-0.076923654"," 3.2397162889"," 0.644519367","-0.33867747"," 2.145474e-01"," 0.056125654"," 0.04949725"," 0.557371128"," 0.43578227"," 0.345427408"," 0.5411517103"," 0.323444848"," 0.2497149325"," 0.7515657173"," 0.34212441","-0.138744502"," 1.107593203"," 0.565223509"," 0.0272619515"," 0.456180059","-0.128122303"," 0.29293337"," 0.442041216"," 0.053479225"," 0.729833253"," 0.474181583"," 0.1230947495","-0.460078360"," 0.587114512"," 0.073809196"," 0.44439346"," 0.179549829"," 0.233168507","-0.124177132","-0.6692397297"," 0.523069154"," 0.706590180"," 0.20834875"," 0.0585929032","-0.220038946","-0.0047335872"," 0.348070330"," 0.4406289632"," 0.096104218","-0.450997813"," 0.023347501"," 0.69911352"," 0.647349286"," 0.49783157","-0.202861753"," 2.40747217","-0.054143193","-1.20343832"," 0.461550875"," 0.77630941","-0.265345221"," 0.17427775"," 0.285665981"," 0.0702606784","-0.512619415"," 0.40413746"," 0.282212469","-0.304742542"," 0.062600927","-1.099193606","-0.091861929"," 0.345628591"," 0.487319508"," 0.334064128","-0.950676172"," 0.104323216"," 0.677757898"," 0.481716223","-0.9108466294"," 0.223356697","-0.37016052"," 0.980740344"," 0.727756279"," 0.264472124"," 0.583937587"," 0.22729075","-0.06349407"," 0.32878269"," 0.056214013"," 0.244703109"," 0.368081387"," 0.2059059235"," 1.630177274","-0.106686772"," 0.064638855","-0.43027940"," 0.01153137"," 0.457913723"," 0.32757772","-0.101037544"," 0.423886173"," 0.65109426","-0.172050118","-0.532032034","-0.160721772","-0.139121802"
"191","-0.09009707"," 0.505632533","-0.45696048"," 0.085149275"," 0.370789300"," 0.20640722"," 0.113418556","-1.463187993"," 0.18814042","-0.502139702"," 2.118256351"," 0.206294859"," 0.6071209277"," 0.391738626","-0.29421434"," 4.454034e-01","-0.031339152"," 0.07604325"," 0.536336101","-0.04977240"," 0.212135387","-0.7751528379"," 0.110356366","-0.1955504647"," 0.3933323476","-0.77341428","-0.434531978"," 0.004209512","-0.119736867","-1.1121633520"," 0.085707388"," 0.559130604","-0.23154042"," 0.556268919"," 0.245748630"," 0.075657065"," 0.569963806"," 0.1059726997"," 0.101482079"," 0.556196352"," 0.097685411"," 0.81962843"," 0.182620555"," 0.096155411"," 0.568108616","-0.0534157850"," 0.032713039","-1.770863233"," 0.35691972"," 0.0265248052","-0.082161790","-0.0219778912"," 0.037647555"," 0.0868047974"," 0.562268672"," 0.709274361"," 0.005960696"," 1.30027245"," 0.492480263"," 0.06068725"," 0.339814897"," 1.62727331"," 0.018305386"," 1.04233545","-0.390497371"," 1.10269502","-0.103335040"," 0.05645945","-0.066101530"," 0.6502294060"," 0.610101505","-0.55866142"," 0.670326759","-0.172683101"," 0.126771610","-0.586058271","-0.391314550"," 0.714544033"," 0.292517273","-0.334574773"," 0.264822121"," 0.053313835","-0.283290857"," 0.651101306","-0.0108937635","-0.052591108","-0.07329303"," 0.451046385"," 0.756444484","-0.287262616"," 0.023473670","-0.23520561"," 0.02765086"," 0.09765572","-0.328310229"," 0.101535628"," 0.466942873"," 0.0918983725"," 0.015275299"," 0.235187532","-0.495887600"," 0.18917104"," 0.58714077","-0.181885327"," 0.27380040"," 0.471749989"," 0.030726682","-0.28761618","-0.127960100","-0.372282813","-0.073485706","-0.133785767"
"193","-0.84253607","-0.870509956","-0.58702041","-0.988136838","-1.580074951","-1.31636936","-1.374883292","-0.974710253","-1.08217455","-1.404804216"," 0.993421154","-1.140174327"," 0.5650025209"," 0.219366861","-0.22867490","-1.182060e+00","-1.095315916","-1.21485587","-0.487073080","-0.94336388","-0.992113069","-1.5208116131","-1.271879029","-1.5815089715","-0.8696150830","-1.22727721","-1.312486389","-0.430969044","-0.950494184","-0.7165003480"," 0.126695222","-1.116837635","-0.45136455"," 0.676873104","-1.306979122","-0.848237454","-0.551306384","-1.4642186549","-1.468841526","-1.117167127","-1.153397110","-0.76568571","-1.119923210","-1.024684592","-1.112629810","-0.8430366168","-0.495893955","-0.066388271","-1.12662405","-1.4684039673","-1.217760321","-1.0898878918","-1.187483473","-0.5122718021"," 0.424265629"," 0.182857164","-0.871289238"," 0.25912195","-0.903485971","-1.26313085","-1.238335500","-0.04113542","-0.382206821","-1.16445164","-0.943640503"," 0.26376256","-0.499045276","-0.18885017","-0.608495520","-1.2282874017","-1.152422343","-0.54716336","-0.966591370","-1.204099357","-1.279554359","-1.461501997","-1.065353348"," 0.041868785","-0.803701875","-0.628185602","-1.128846893","-0.474916024","-1.611063343","-0.690977122","-0.8674922304","-0.115279605","-1.93692724","-0.912035151","-0.577882656","-0.923115442","-0.130417837","-0.23176859","-0.37107422","-1.09916516"," 0.965226531","-1.056031563","-0.986586038","-0.9846359515","-0.752292408","-0.514092986","-1.793570650","-0.70789665","-0.50937279","-0.641729496","-0.22062645","-0.281178527","-1.228495732","-1.02492463","-0.764853081","-0.277954741"," 0.043872457","-0.687040479"
"194","-0.06737185"," 0.299395566"," 0.96973187","-0.225868071","-0.592480251","-0.04005148","-0.383711784"," 0.399048731"," 0.35834297"," 0.470915048","-0.060499797"," 0.633862733"," 0.6666682831","-0.573279423","-0.81304924"," 9.221873e-02"," 0.483249582","-0.01510641"," 0.584383998","-0.94177015"," 0.058782836","-0.5367228658"," 0.036495759"," 0.0475968662","-0.0479299972","-0.46110803"," 0.298767251"," 0.512801380","-0.047633142","-0.3149548852","-0.104060516"," 0.158634171"," 0.41884262"," 0.009124480","-0.121204669"," 0.913276467"," 0.359002384","-0.0701782659"," 0.017554896","-0.873943098"," 0.008319517"," 0.34256462"," 1.126333295"," 0.120235649"," 0.424985274","-0.5650606158","-0.090060501","-1.281433917"," 0.03206662"," 1.3845298497","-0.233779272"," 0.5779303760","-0.042323199","-0.8419774880","-1.526223619","-1.554515006"," 0.348840010","-0.02787182","-0.040260599","-0.55808833"," 1.408395337","-0.49058387"," 0.123433972","-0.12679536","-0.033337039","-0.05478484"," 0.312637796"," 0.24150237"," 0.228706962"," 0.8624728482"," 0.690080548","-0.63337758","-0.141845399"," 0.784512600"," 1.091056702"," 1.259626752","-0.198876338","-0.274679459","-0.202992071","-0.218251333"," 1.240852753"," 0.464099417","-0.137733652"," 0.775929100","-1.4357557839"," 0.182969702"," 0.75418664","-0.464782778"," 0.709199006","-0.427649071","-0.442480030","-0.12137962","-0.01933055","-0.12326586","-1.199231254","-0.103341063"," 1.329012650","-0.4501674463","-0.895132296","-0.027148375"," 0.923337722"," 0.31983635","-0.13802856","-1.099389740"," 0.07824081","-0.148943569","-0.385364427"," 0.59379565","-0.121384151","-0.237660765","-0.350863748","-0.008882202"
"195","-0.92449848","-1.211462330","-0.64126174","-0.983304851","-0.838418213","-1.56354295","-1.710517181","-0.927242779","-0.88582751","-0.773822742"," 0.233361216","-0.703540093","-0.2502518811","-0.850687233","-0.44834583","-1.175585e+00","-1.463493003","-1.43598294","-0.675156606","-1.26672695","-1.403075416","-2.2897703619","-1.013588721","-1.2190288980","-1.1808874900","-1.00188879","-0.860745710","-1.614646868","-1.231803748","-0.0316701354","-0.658387404","-1.258671803","-0.63051220","-1.585861573","-1.542225148","-0.560197908","-1.532641436","-1.4498324098","-1.615417586","-0.694007794","-1.364268570","-0.13182001","-1.098709014","-1.288732402","-1.190766046","-0.9809987647","-1.263117087","-1.593675965","-1.36822009","-1.0815908751","-1.026931803","-1.2830691193","-0.562557897","-1.7582701880","-0.599340748","-0.647894723","-1.170140972","-0.08299917","-1.094574132","-0.64561521","-1.105717968","-0.25916795","-1.102898452","-0.87184628","-1.648397515","-0.09442465","-1.438503043","-1.12182479","-0.868292138","-0.9811701228","-0.595145692","-0.40084640","-0.922308992","-1.038198388","-1.148619177","-0.665308226","-0.580884077","-1.269687988","-1.377143687","-0.553424510","-1.423215618","-0.888874956","-1.648635651","-1.165109853","-1.1880313944","-1.099188128","-1.40803056","-0.712999779","-0.703069472","-1.251027292","-1.026343600","-0.52866369"," 0.80225619","-1.11279019","-0.455648030","-1.466566069","-0.951094193","-1.9918782262","-0.448219154","-0.787198235","-1.036760106","-1.30988738","-1.28396827","-0.868208305","-0.85741950","-0.889848998","-0.811804000","-1.03509149","-1.008483135","-1.125090820","-0.833422847","-1.175265805"
"196","-0.62638404","-0.302634066","-0.72595683","-0.897384518","-0.699227754","-0.99305709","-1.009009026","-0.179974086"," 0.08552371"," 0.525531258"," 1.188319937"," 0.500703128"," 0.0525190590","-1.306529833","-0.62355290","-4.749315e-01","-0.789377141","-0.69060929"," 1.275726324","-0.67998329","-1.326252979","-0.7782927146","-0.589614403","-0.9596912286","-0.8967851711","-0.39156445"," 0.473426154"," 0.528742203","-1.154346454","-0.5181018986","-0.539505561","-0.564025259"," 0.12835503","-0.676327723","-0.789536108","-1.367248407","-0.631510220","-0.7735597360","-0.964964319","-0.561645992","-0.642674973","-0.14332259","-0.669393467","-0.598362130","-0.734873960","-0.6025669607","-0.722685159","-1.258626090","-0.63226953","-0.4252376904","-0.428397119"," 0.5800918026","-0.474861715","-0.8655418998"," 0.562314362"," 1.115470155","-1.757098865","-0.53218885","-0.946650412","-1.27384577","-0.531436147","-0.43832994","-0.496814809","-0.64061306","-0.509546103","-0.07551401"," 0.487922410","-0.41310092","-1.286313538","-0.7288779685","-0.605564867","-0.77607274","-1.034024597"," 0.243409893","-0.637040907"," 0.613860774","-0.692030990","-0.885712345","-1.132253490","-0.278085133","-0.434670707"," 0.984702544","-0.713299236","-0.365517874"," 0.2038774174","-0.527156845","-0.47692382","-0.843512733","-0.048208926","-1.231375556","-0.974503793","-1.14750133","-0.79572209","-0.84700426","-0.473422285","-0.847444034","-0.703751255","-0.8735583115","-0.646746083","-1.019289942","-0.514464122","-0.53191129","-0.67648506","-1.767761158","-0.94626826","-1.136461857","-1.328464271","-0.44376563","-1.239547211","-0.635415727","-0.227870706","-0.875240128"
"197","-0.59674991","-0.149413172","-0.11548675","-0.558772220","-0.966527199","-0.79885947","-0.851598467","-0.063382186","-0.05088563"," 0.413273577"," 0.993808998","-0.627118290","-0.7689263966","-0.866926983"," 1.54346012","-1.040300e+00","-0.494558471","-1.01150870"," 0.394369770","-1.10144746","-0.477744202","-0.6659926897","-0.863798020","-0.2556602801","-0.8746385850","-0.02899686"," 0.478513766","-0.869540995","-0.760134885","-0.2246034482","-1.251619535","-0.631058134"," 0.56345864","-0.369084676","-0.908953204"," 0.177427756","-0.549307097","-0.9739873492","-1.415298591","-0.477714101","-0.736526486","-0.65232584","-0.729581890","-0.675322099","-0.949053806","-0.9710075727","-0.904558111","-0.736998729","-0.94996076","-0.7887868718","-0.471308630","-0.1259408813","-0.608600503","-1.3404791991"," 1.057411260"," 0.887448314","-0.936403902","-0.39287923","-0.556650494","-0.64690795","-0.758198393","-0.98511828"," 0.769599902","-0.51654888","-0.918775550","-0.02312459","-0.465130827","-0.64861604","-0.571211159","-0.5690947611","-0.458324862","-0.65543550","-0.764904618"," 0.064330210","-0.754732702"," 0.058393958","-0.480230506","-0.805316194","-0.382656445","-0.348660587","-0.115197605"," 2.022004267","-0.998722800","-0.755401763","-0.8473807812","-0.638123106","-1.07939010"," 0.568898555"," 0.073221918","-0.755002396","-0.909062558","-0.13694066","-1.05869176","-0.95726306","-0.233988505","-1.031254315","-0.464034285","-1.0982032907","-0.497823497","-0.667909277","-0.822386091","-0.30776479","-0.79984839"," 0.035338873","-0.02982479","-0.596804750","-0.697257621","-0.10224760","-0.440070391"," 0.232948501","-0.050573088","-0.205179488"
"198"," 0.71059543","-0.056665120"," 0.87869337","-0.109501108"," 0.517196648","-0.07173103"," 0.082647351","-0.729705870","-0.52783471"," 0.595696838"," 0.483705051","-0.178499260","-0.0766475840"," 0.432083857","-0.37833195"," 2.406841e-01","-0.516224415","-0.01903864"," 0.491697689","-0.44388878","-0.449516467","-0.3539783036","-0.520943601","-0.0421422847","-0.0008163340","-0.42050447"," 0.523036140"," 0.739534190"," 0.164624911"," 0.7249620984","-0.331265443"," 0.525031815"," 1.78968083","-0.417876690"," 0.006782116","-1.542725652","-0.815204793"," 0.1138625697","-0.182366123"," 0.025849727"," 0.111287272"," 0.36510309"," 0.100440577"," 0.318444724"," 0.269040530","-0.2799031314"," 0.627013864"," 0.077670890"," 0.24046728"," 0.7224350389"," 0.162225318"," 0.6153172924","-0.621889534"," 1.0459482454"," 0.863346156","-0.627055425","-1.332426643"," 0.02001649","-0.387432601"," 0.36573124","-0.263086712"," 0.11453556"," 0.499576721"," 0.37201690"," 0.467087922","-0.04088223"," 0.470043259"," 0.79921728","-1.181001235","-0.0501461421","-0.129889178"," 0.14816002","-0.430565056"," 0.127742007"," 0.111571895","-1.197954022"," 0.266473031","-0.072284576","-0.372893948"," 0.502511635","-0.125625603","-0.261998642"," 0.348938790"," 0.147992585"," 0.2517854685"," 0.871903088"," 0.55415789"," 1.153123134"," 0.755496826","-1.052090657"," 0.054160968","-0.93946961","-0.57103094"," 0.26605154"," 1.129052655","-0.111587292","-0.071580624","-0.3607141890","-0.901205466","-0.694660836","-0.226581357","-0.12612671","-0.46193411"," 1.601173044","-0.59758746","-0.490820665"," 0.311932629"," 0.03488398","-0.899862568","-0.153361788","-0.391894497","-0.702721307"
"199"," 0.13631540"," 0.874270641","-0.13205227","-0.025196144"," 0.183693871"," 0.08600006","-0.123099700"," 0.298804985","-0.38555358","-0.057379616"," 2.405270162","-0.017933100","-0.2299568007"," 0.114086635","-0.45668200"," 2.964185e-01"," 0.008070097"," 0.09897590"," 0.321259508"," 0.15936572"," 0.655961846","-0.7329211107"," 0.284170810","-0.2997448654"," 0.2026826877","-0.39886846"," 0.064353926"," 0.797743920","-0.539347670","-2.3559014861"," 0.028773664"," 0.011695106"," 0.62663402"," 0.473401997"," 0.099059591","-0.305457670","-0.655234681"," 0.0465191164","-0.170813601"," 0.264874022"," 0.043972468"," 0.27266263"," 0.141224847"," 0.235008797"," 0.707173201","-0.3653281481"," 0.488520150","-1.045648811"," 0.22388544","-0.4242717140"," 0.458367823"," 0.2164082987","-0.072607079","-0.1537191292"," 1.148584972"," 1.124941859","-0.147662059"," 1.61650726"," 0.223727838","-0.19834020"," 0.143705306","-0.78169924"," 0.542989308","-0.32160779","-0.167567224"," 1.20592232","-0.315354238"," 0.42397764","-0.468634144","-0.4995607681","-0.590934728"," 0.36140600","-0.084204299"," 0.130137914"," 0.033890315"," 0.482037083","-0.499031595"," 0.069861445"," 0.858208579","-0.009393281"," 1.067125398"," 0.248516563"," 0.286317458","-0.058767943"," 0.1721606769"," 0.561070860","-0.56451320","-0.998023375"," 0.778915587","-0.209899627"," 0.319539144"," 0.49613273"," 0.65931612","-0.05916456"," 0.514071073"," 0.083687265"," 0.389071545"," 0.3137350612","-1.229287843"," 0.107798541","-0.228661668"," 0.56438900"," 0.46711096","-0.830485478"," 0.61610866"," 0.104753914","-0.082090172","-0.37397149","-0.112990587","-0.010077734","-0.539970796"," 0.607399361"
"200"," 0.03677182"," 0.739142587"," 1.37588238","-0.243191674"," 0.003611295"," 0.05880168","-0.013075723"," 0.654650283"," 0.51038358"," 0.343468666","-0.343017485"," 0.533550889"," 0.4116052188","-0.359164230","-0.29176174","-7.884916e-02","-0.144541566"," 0.20325501"," 0.307832513","-0.04851312"," 0.063495944","-0.2155729373"," 0.542889503"," 0.0638237797","-0.0953788205"," 0.47798076"," 0.228441335","-0.433176689"," 0.214251911","-0.4811672677","-0.419377534","-0.048826452","-0.58648027"," 2.163173772"," 0.102635153"," 0.697931329"," 3.044811478","-0.1043095469"," 0.078346730"," 0.351095172"," 0.125453746","-0.20706806"," 0.109629374"," 0.145674553"," 0.061726775","-0.7310606702"," 0.072844326","-0.780407478","-0.12810150","-0.1197790190"," 0.235986891"," 0.3819656699"," 0.407107369"," 0.2504956001"," 1.178332234"," 1.764740942","-0.432150089"," 1.15848701"," 0.119261369"," 0.26502562"," 0.187703410","-0.79146098"," 0.179482256","-0.22838878","-0.519224488"," 1.11336479","-0.825681074"," 0.07894750","-0.185351976"," 0.9245134213"," 0.656084473","-0.61839992","-0.021011657"," 0.070275779","-0.057664947"," 1.142416219"," 0.339157320","-0.037472819"," 0.241404378","-0.252898313"," 2.341619283","-0.386742432","-0.045617532","-0.721217523"," 0.3460823925"," 0.087383753","-0.22395981"," 0.594576280"," 0.669853767","-0.133507902","-0.619083290"," 1.29650535","-0.40619288","-0.05409566"," 0.050414754","-0.125595569"," 0.731352875"," 0.1350353814"," 0.458614514","-0.160479576","-0.035489154"," 0.23666284","-0.21735330","-0.676663012"," 0.14403794","-0.084741666"," 0.367699541"," 0.66301352","-0.387171710"," 0.125970519","-0.128837755"," 0.007648610"
"201"," 0.15456010","-0.231115889"," 0.14684125"," 0.281483849"," 0.110662336"," 0.14060697"," 0.202633339"," 0.264353713","-0.23649275","-0.271605610","-0.445200621"," 0.214776410","-0.3239613040","-0.398760128"," 0.13432209","-6.745749e-02"," 0.116146819"," 0.01447289","-0.052778930"," 0.42376688"," 0.048567752"," 0.0943360497","-0.075516927"," 0.3865281553"," 0.0325576115","-0.33724698","-0.325104553"," 0.404201081","-0.269208016"," 0.2439333921","-0.012366029","-0.106852043","-0.17415974"," 1.673136165"," 0.069821584"," 0.627610474"," 1.676052984"," 0.1922652710"," 0.093984468"," 0.151805253"," 0.095248285","-0.17584962"," 0.042589913"," 0.183995068","-0.362159948","-0.0352898963","-0.063296349","-0.134696205","-0.06721806","-0.0998459199"," 0.002691812","-0.2487034699"," 0.241272529","-0.2684155693","-1.234181403","-1.469761282","-0.166523366","-0.36960598"," 0.008283175","-0.52835852"," 0.106541166","-0.73756524","-0.334834488","-0.36961633","-1.196377109","-0.26756653","-0.623870328","-0.30792235","-0.151324182","-0.1562244880"," 0.591823355","-0.07579340"," 0.032758244","-0.960420699"," 0.041307049"," 0.458569218","-0.003089834"," 0.071650808"," 0.329812619","-0.736363671"," 0.150263906","-0.005221981","-0.041444705"," 0.363625852","-0.0124020371","-0.405173396","-0.44872692","-0.532135405"," 0.937875511"," 0.062469112","-0.207511138"," 0.22502711","-0.36934526","-0.50982224","-0.024889304"," 0.276590288"," 0.462337756"," 0.3003809508"," 0.024678373"," 0.080293850","-0.713563404","-0.18174017"," 0.69005599","-0.502621469"," 0.58985862"," 0.065017491","-0.506739130"," 0.69242671","-0.380237984","-0.058386082","-0.369366536"," 0.554754088"
"202"," 0.01471053"," 0.584860482","-0.22755153","-0.314186957","-0.038401725","-0.44597677","-0.589806559","-0.748176024","-0.34201743","-0.349882075","-0.585167026"," 0.068929838"," 0.1161606027"," 0.009767723"," 0.25680775","-5.026199e-01"," 0.316791097","-0.63377502","-0.020425384","-0.36042168","-0.479598126"," 0.2062163933","-0.095090565","-0.0005192339","-0.4139561809","-0.14745443","-0.315259739","-0.895760291","-0.342678203","-0.1983255672","-0.562977208","-0.137834978","-0.04345797","-0.003911122","-0.494892676","-0.121161398","-0.779386297","-0.4364743790","-0.541969501","-0.900768277","-0.492465907","-0.23504753"," 1.080217421","-0.354742097","-0.543147324","-0.8535506098","-0.022102226","-0.133010126","-0.50364926"," 0.8876780182","-0.284205723","-0.0533735931","-0.695198559","-1.0041954081","-1.186495239","-0.857710834","-0.323171918"," 0.05268476","-0.474510078"," 0.17735622"," 1.064627716","-0.83395535"," 0.168896170","-0.78085599","-0.192243797","-0.04732267","-0.447425511"," 0.15591122","-0.052349156"," 0.4164870431"," 0.207174618"," 0.15074908"," 0.109435954"," 0.036109607"," 1.020034959","-0.550580040"," 0.351429524","-0.440122578","-0.555114318"," 0.117733764","-0.917800117","-0.422553777","-0.248482798","-0.171518573","-0.4603259228","-0.055728791"," 0.50985183"," 0.341566732"," 0.452859114"," 0.005518343"," 0.210039898"," 0.08291406"," 0.46569796","-0.74572156"," 0.539629392","-0.521429991"," 0.704420084","-0.9728836834","-1.537881070","-0.106768518"," 0.632510608"," 0.15948945","-0.36306395","-0.085604239"," 0.07698442","-0.039106260","-0.004783145","-0.28486470","-0.127845909"," 0.076409406","-0.016547787","-0.260178787"
