"","X1.Methyladenosine..282.1...150.0.","X1.Methylhistamine..126.0...109.0.","X2.Aminoadipate..160.1...116.0.","X2..Deoxyuridine..229.1...113.0.","X3.Nitro.tyrosine..225.0...179.3.","X4.Pyridoxic.acid..182.1...138.0.","X5.Hydroxytryptophan..221.0...134.0.","Acetoacetate..101.0...57.0.","Acetylcholine..146.1...87.0.","Aconitate..173.0...129.0.","Adenosine..268.1...136.0.","Adenylosuccinate..462.1...79.0.","Adipic.Acid..144.9...83.0.","Alanine..90.0...44.0.","Allantoin..157.0...114.0.","Alpha.Ketoglutaric.Acid..145.0...101.0.","Aminoisobutyrate..104.1...86.0.","AMP..346.1...134.0.","Anthranilate..136.0...118.0.","Arginine..175.1...70.0.","Asparagine..133.1...74.0.","Aspartic.Acid..132.0...88.0.","Betaine..118.0...58.0.","Biotin..243.1...200.0.","Carnitine..163.1...85.0.","Choline..104.1...60.0.","Citraconic.Acid..129.0...85.0.","Citrulline..174.0...131.0.","Creatinine..114.1...44.0.","Cystamine..153.0...108.0.","Cystathionine..221.1...134.0.","Cystine..239.0...97.0.","Cytidine..244.1...112.0.","Cytosine..112.0...95.0.","D.GA3P.DHAP..168.9...78.8.","Dimethylglycine..104.1...58.0.","D.Leucic.Acid..133.1...87.0.","DTMP..321.1...79.0.","Epinephrine..184.1...166.3.","Erythrose..199.0...97.0.","F16BP.F26BP..339.0...79.0.","Fructose..179.0...89.0..3..","Fumaric..115.0...71.0.","G16BP..339.0...79.0..2..","gama.Aminobutyrate..102.1...85.0.","Glucoronate..193.0...113.0.","Glucose..179.0...89.0.","Glutamic.acid..148.1...84.0.","Glutamine..147.1...84.0.","Glutaric.Acid..131.0...87.0.","Glyceraldehyde..89.0...59.0.","Glycerate..105.0...75.0.","Glycerol.3.P..171.0...79.0.","Glycine..76.0...30.2.","Glycochenodeoxycholate..448.3...74.0.","Glycocholate..464.3...74.0.","Guanidinoacetate..116.1...70.0.","Guanosine..284.1...152.0.","Histidine..156.1...110.0.","Homogentisate..167.0...123.0.","Homovanilate..181.0...137.0.","Hydroxyproline.Aminolevulinate..132.1...86.2.","Hypoxanthine..135.0...92.0.","Hyppuric.Acid..178.0...134.0.","IMP..347.0...79.0.","Inosine..269.1...137.0.","Kynorenate..188.0...144.0.","lactate..89.0...43.0.","Leucine.iso.Leucine..132.1...86.2..2..","Linoleic.Acid..277.1...259.0.","Linolenic.Acid..279.1...261.0.","L.Kynurenine..209.1...94.0.","Lysine..147.1...84.0..2..","Malate..133.0...115.0.","Maleic.Acid..115.0...71.0..2..","Malonic.Acid.3HBA..103.0...59.0.","Margaric.Acid..269.1...251.3.","Methionine..150.1...61.0.","MethylSuccinate..131.0...113.0.","N2.N2.Dimethylguanosine..312.1...180.0.","N.AcetylGlycine..116.0...74.0.","Niacinamide..123.0...80.0.","OH.Phenylpyruvate..179.0...107.0.","Ornithine..133.1...70.0.","Orotate..155.0...111.0.","Oxalic.Acid..89.0...61.0.","Oxaloacetate..131.0...87.0..2..","Pentothenate..218.1...88.0.","PEP..166.9...79.0.","Phenylalanine..166.1...120.2.","Proline..116.1...70.0.","Propionate..73.0...55.0.","Pyridoxal.5.P..246.0...96.9.","Pyroglutamic.Acid..130.0...83.4.","Pyruvate..87.0...43.0.","Reduced.glutatione..306.1...143.0.","Salicylurate..196.1...152.0.","Serine..106.0...60.0.","Shikimic.Acid..173.0...93.0.","Sorbitol..183.0...91.0.","Succinate.Methylmalonate..117.0...73.0.","Taurine..126.0...108.0.","Threonine..120.1...102.0.","Trimethylamine.N.oxide..76.1...58.0.","Tryptophan..205.1...146.0.","Tyrosine..182.1...136.3.","Urate..167.0...124.0.","Uridine..245.0...113.0.","Valine..118.1...72.0.","Xanthine..151.0...108.0.","Xanthosine..283.1...151.0.","Xanthurenate..204.0...160.0."
"44","-12.544403242"," -0.58006700","-12.575647072","-11.77022312","-12.223383901","-1.179500e+01"," -1.673034326","-12.45998302","-12.429512554","-12.372071887","-12.27673198"," 1.371955e-01","-12.185896183"," -0.515197997"," -0.59897975"," -1.696073171","-11.632115919","-12.05791890","-1.261049e+01"," -0.382892267","-1.210489e+01","  0.083579223","-11.62984959","-1.206910e+01","-12.493391482"," -0.973975333","-12.439610594","-12.492941202","-12.383026504","-12.34915004","-12.41313534","-11.649253182","-12.409097097","-12.408201358","-11.864508152","-12.18602566","-12.198905436"," -0.912365767","-11.94298761","-12.420436696","-12.32673765","-12.310939732","-12.121913239","-1.227233e+01","-1.250527e+01","-1.250181e+01","-11.27784645"," -0.670321151","-10.867958868","-11.979755815"," -0.827886142","-12.140767018","-12.495574438","-12.263353516","-11.92664418","-12.156336316","-12.21255236","-12.60144322","-12.125937928","-12.260006506","-12.33385528","-10.383024061","-12.28531939"," -1.43932300","-12.13858889","-12.622454412","-12.178542699"," -1.12710268","-11.637336272","-12.631028307","-12.64442770","-12.53347964","-12.579109056","-11.47324973","-12.120375771","-1.266858e+01","-12.180638851","-11.704348219","-12.160032019","-12.520979927","-12.66322092"," -0.706993646","-11.89701875","-12.219050750","-11.736834477"," -0.72207571","-12.262536405","-12.61059070","-12.334818384","-1.201157e+01"," -0.330369190"," -0.780550053","-9.847567e-02","-12.255511206"," -0.493186741","-1.164887e+00","-12.324111044"," -0.448578712"," -0.765477754","-1.233302e+01","-11.873215455","-11.48434517"," -0.996721755","-11.198600165","-1.387621e+00","-12.306693580","-12.236358042","-12.414980545","-11.339183584"," -1.77604400","-11.6745124"," -0.759772851"
"45","-12.072984028"," -0.57669285","-12.369326492","-12.13933587","-11.763633348","-1.231795e+01","-11.839280957","-12.36277415","-12.576191869","-12.111427095","-12.27718815","-6.581175e-01","-12.217914453","-12.300124437","-12.40016119","-12.397744740","-12.182286404","-12.24074236","-2.356972e+00","-11.983331321","-1.242554e+01"," -0.056236934","-12.14937786","-1.263883e+01","-10.805801677"," -0.667705418","-12.220470308","-12.326558642","-12.459913501","-12.05099792","-12.16950919","-12.190563162"," -1.249773383","-12.390575044","-12.126606973","-12.11446799","-12.164348601","-12.039995419","-12.33591423","-12.010631776","-12.35686717","-12.128442051","-12.358405175","-1.209491e+01","-1.236411e+01","-1.232917e+01","-12.12709126"," -0.440473579","-12.349338610","-12.387857741","-11.193136614"," -2.765084265"," -0.434785168","-12.461271162","-11.71925074","-12.133764584"," -0.50145783","-12.57293329","-12.354352205","-12.553275407","-12.58630289","-12.186007162","-12.44896504","-12.32474711","-11.26626507","-12.552844688","-10.636526199","-12.10233857","-11.806863219","-12.341435332","-12.32758256","-12.45741815","-12.075579955","-12.12372054","-12.401344095","-1.253274e+01","-11.938167587","-12.603180018","-12.357910221","-12.333621335","-12.41695954","-12.304452306","-12.47451093","-12.091631454","-11.937410299","-11.53981169","-12.430388443","-12.58048326","-12.422345127","-6.711897e-01","-12.321070818","-12.607943453","-1.243257e+01","-12.440872885","-12.119557479","-1.240718e+01","-12.444111786","-12.407061194","  0.281100872","-1.256066e+01"," -0.297638955","-10.94707960","-12.600577425","-11.717006764","-1.260541e+01","-12.542885907","-12.453222364","-12.561277855"," -1.029372030","-11.93771306","-11.7699338","-12.833029926"
"46","-12.663220920","-12.64304781","-11.975058467","-12.82716099","-12.650853881","-1.274174e+01","-12.732263559","-12.05140479","-12.650314720","-12.476528562","-12.29770135","-1.240731e+01","-12.141309089","-12.758413585","-11.08553507","-12.772175118","-12.558128879","-12.70673920","-1.283336e+01","-12.694279824","-1.281819e+01","-12.328352085","-12.63517138","-1.276848e+01","-12.728634697","-12.833358315","-12.395042215","-12.680200975","-12.735136233","-12.25943657","-12.60472969","-12.718178482","-12.530034794","-12.139635024","-12.706493839","-12.27759911","-12.148800158","-12.716418167","-12.71217259","-12.166686725","-12.78993955","-12.350417737","-12.192755864","-1.277132e+01","-1.282393e+01","-1.260029e+01","-12.72337512","-12.560138089","-12.777053270","-12.303311756","-12.541793341","-12.772175118","-12.627844391","-12.629690273","-12.12777018","-12.227516404","-12.82716099","-12.51368069","-12.858027332","-12.713790999","-12.42951255","-12.671741167","-12.72542007","-12.36514286","-12.37212868","-12.542381304","-12.076283452","-12.75373927","-12.738028035","-12.808772056","-12.52856675","-12.63882928","-12.792623154","-12.53077068","-12.133018929","-6.274343e-01","-12.643790286","-12.823934421","-12.823613079","-12.518188565","-12.54448769","-12.669032461","-12.61108271","-12.827160992","-11.967158141","-12.72452422","-12.340932906","-12.58732706","-12.774177137","-1.271982e+01","-12.722101904","-12.511953244","-1.239111e+01","-12.722738046","-12.729022057","-1.270271e+01","-12.527915882","-12.694160595","-12.279109306","-1.278374e+01","-12.595228667","-12.76035302","-12.725676364","-12.690835381","-1.284232e+01","-12.787272435","-12.732784452","-12.786977097","-12.808461735","-12.24128827","-11.7073855","-12.812513309"
"47","-12.715791207","-12.90537175","-12.543475352","-12.83008555","-12.856638699","-1.276622e+01","-12.809704352","-12.26688249","-12.848058916","-12.610787437","-12.29648293","-1.272427e+01","-12.286646761","-12.809082599","-11.98217863","-12.858027332","-12.748573893","-12.79986156","-1.256436e+01","-12.870371083","-1.278316e+01","-12.350390726","-12.62886891","-1.270564e+01","-12.915969608","-12.380182277","-12.620638966","-12.812513309","-12.824577821","-11.71375358"," -0.23443433","-12.727474688","-12.642518249","-11.851755316","-12.823291974","-12.84907959","-12.211158405","-12.780820947","-12.84636311","-12.730445338","-12.83964535","-12.456175825","-12.663331950","-1.284299e+01","-1.282911e+01","-1.227022e+01","-12.82586749","-12.233604026","-12.868942482","-12.454868330","  0.466983879","-12.515415030","-12.734089425","-12.822650475","-12.09220493"," -0.485465044","-12.97640925","-12.60638229","-12.874685303","-12.866808352","-12.70796811","-12.620035500","-12.70624861","  0.09713452","-12.06150799","-12.631647254","-12.531753801","-12.73842387","-12.943865905","-12.523386886","-12.67004625","-12.60628491","-12.924800299","-12.58742028","-12.705758577","-1.252767e+01","-12.642835909","-12.800165797","-12.768905990","-12.192173813","-12.76076974","-12.493992581","-12.83041171","-12.618530492","-11.774874647","-12.71304329","-12.326660925","-12.15445718","-12.812513309","-1.265738e+01","-12.788159656","-11.799589834","-1.268205e+01","-12.794121239","-12.634028090","-1.269202e+01","-12.793221768","-12.779948578","-12.536205606","-1.278374e+01","-12.753602551","-12.91438314","-12.910442149","  0.275015947","-1.279502e+01","-12.751556883","-12.832046246","-12.723375122","-12.965139953","-12.29906717","-11.7293807","-12.819457119"
"48","-12.691308856","-12.85560013","-12.485651965","-12.79683088","-12.725932812","-1.269859e+01","-12.757309212","-12.12273599","-12.617430126","-12.461864294","-12.29187915","-1.246622e+01","-12.276914394","-12.827809193","-12.11448368","-12.653668362","-12.490920702","-12.75607014","-1.276848e+01","-12.540954773","-1.267356e+01","-12.201850076","-12.57257273","-1.275593e+01","-12.651826062","-12.634859276","-12.528811083","-11.979589023","-12.693564936","-12.33299809","-12.61305633","-12.772175118","-12.595323606"," -1.223794126","-12.654538038","-12.68859340","-12.229331704","-12.690008041","-12.70809119","-12.696551432","-12.77446390","-12.363692232","-12.515415030","-1.276008e+01","-1.274107e+01","-1.253762e+01","-12.76706905","-12.684493489","-12.677553882","-12.276526865","-12.681356936","-12.776476518","-12.756207640","-12.573294147","-12.08118197","-12.213438171","-12.66344301","-12.53241046","-12.782570961","-12.645279054","-12.59971335","-12.617729949","-12.72324763","-12.34355721","-12.42432602","-12.495423536","-12.411826568","-12.75182908","-12.727861013","-12.360141970","-12.53158979","-12.65803426","-12.718808900","-12.63924929","-12.532410455","-5.598261e-01","-12.733175532","-12.804140361","-12.695952487","-12.552070468","-12.49421821","-12.673670107","-12.63663085","-12.625497123","-11.871315645","-12.77820908","-11.986281976","-12.65519144","-12.771889867","-1.273514e+01","-12.619533251","-12.642835909","-1.239823e+01","-12.620136019","-12.735398330","-1.268043e+01","-12.738159939","-12.655845827","-12.529055550","-1.285803e+01","-12.655736694","-12.82651376","-12.717674807","-12.151756205","-1.270834e+01","-12.837318475","-12.694160595","-12.734874294","-12.783741567","-12.28293105","-11.7554965","-12.659572758"
"49"," -0.517580250","-12.62958752"," -0.850381280"," -1.00384220"," -1.230823833","-6.820834e-01"," -0.822336119","-12.48587330","-12.627537505","-12.362413013","-12.26446017"," 2.825506e-01","-12.028375984","-11.972035885"," -0.46488736","-12.048679262"," -0.745307656"," -0.50634586"," 2.296119e-01"," -0.980928933","-1.238624e+01","  0.222803417","-12.53944942","-1.218777e+01","-12.563301722","-11.923590543","-12.469791846"," -0.110452662","-11.891017184","  0.04355021","-12.10410436"," -0.406708430","-12.224999807"," -0.418242749"," -0.543053748","-12.85112815","-11.925739041"," -0.537413103"," -1.36131679"," -0.439391416"," -1.22525910","-11.444254669"," -0.124579347","-1.341277e+00","-1.163236e+00","-8.967707e-01"," -0.54310061"," -0.114915222","-11.815896383","  0.139472660"," -0.327286297"," -0.692335516"," -0.296527000"," -0.124441782","-11.47714337","-11.318017882","-11.93956026","-12.57519359","-12.500126037"," -0.439670350"," -0.54552163"," -0.134283938","-12.76425807","  0.83520759","-12.20638236","-12.574831154","-12.130049048"," -0.29162804","-12.427798338","-12.799861563","-12.75965937","-11.33721260","-12.609510244","-12.32049053"," -0.140499222","-1.270649e+01","-11.800571140","-12.458075251","-12.443810251"," -1.373658640"," -1.16982761","-12.133428471","-11.46514284"," -0.951529102","-11.789898683"," -0.25946485","  0.276690082"," -0.12013653","-12.269834148","-5.068250e-01","-11.367823539","-12.256402200","-1.258463e+01"," -0.674189001"," -0.109089004","-1.896890e-01","-12.340061650","-11.687228813","-12.497162077","-1.191584e+01"," -0.682373917","-12.64325982","-12.667572269","  0.430820944","-1.146440e+01","-12.167669843"," -0.546638063","-12.325868860","-12.290347492"," -0.67608671","-11.6516531","-11.126711655"
"50"," -0.622680831","-12.29039454","-12.524595386","-11.62821294","-11.466562849","-8.333419e-01"," -0.782980484","-12.47200200","-12.294863675","-12.663331950","-12.28448314","-8.367061e-01","-12.164603859"," -0.604432653","-11.25525525","-11.696359680"," -0.725468546","-11.90346620","-1.265053e+01"," -0.366548966","-1.192506e+01","  0.287165955","-12.49429344","-7.021794e-01"," -1.137587464"," -0.929013075","-12.636109045","-12.188269890","-11.542506874","-11.97808504","-12.13473339","-12.172493554","-11.811042193","-11.974643247"," -1.299959642","-12.70723035","-12.224150707","-12.202560539","-12.11545754"," -0.654442445","-12.29147804","-11.884223996"," -1.037227933","-1.184124e+01","-2.447754e+00","-7.948469e-01"," -1.02047389","  0.310646230","-11.424332426","-11.258199249"," -0.301398850","-12.523386886","-11.972312882"," -0.504912345"," -0.95203251","-11.900283204"," -0.31051371","-12.53118004","-12.505420038"," -1.193480615","-11.60769427"," -0.847003446","-10.91395026","-11.99805518"," -0.77542004","-12.542549440"," -1.755740721"," -0.69844491"," -0.307183092","-12.585188356","-12.65410298"," -2.19383142","-12.195791384","-12.49264127"," -0.897130414","-1.271007e+01","-11.757554003","-12.344249059","-11.385131000"," -1.195093290","-12.61029576","-12.092906040"," -0.63252123","-12.508985567","-11.836172092"," -0.29167910","-12.304500907","-12.33380328","-12.310791770","-3.237024e-01"," -0.433106511","-12.617030683","-1.266836e+01"," -1.916347714"," -0.356980025","-9.931648e+00","-12.063149886"," -0.901954872","-12.150518521","-1.210379e+01","-10.978199880","-12.26556965","-12.234699399","-12.273054579","-1.195417e+01","-11.839081188"," -0.942483814"," -1.230286152"," -0.623063548","-11.91469502","-11.5222088","-11.068821148"
"51"," -0.998834421"," -1.08796242","-12.333647322","-12.62907411"," -0.318634977","-1.246103e+01","-12.157443461","-12.50844109","-12.134593680","-12.270260664","-12.28286168"," 1.903029e-01","-12.182029707","-12.315153088"," -0.23836898","-12.400828072","-12.170829074","-12.27620798","-1.263999e+01"," -0.403210880","-1.241573e+01"," -0.100590163","-12.35484312","-1.209848e+01"," -0.798586695"," -0.562748232","-12.340114404"," -0.604513439","-12.157382841","-11.50344499"," -0.23663611","-12.110283488","-12.368790761","-12.271204979","-12.388682948","-12.05238964","-12.112792471","-12.310372816","-12.38471864","-12.453770327","-12.51763244"," -0.556651747","-12.430258570","-1.243394e+01","-1.239063e+01","-1.224333e+01"," -0.69862928"," -0.341711545","-12.375435213"," -1.079918372"," -0.724916717","-12.431559048","-12.181993048","-12.524998968","-12.03852423","-12.112761215"," -0.39901130","-12.43610873","-12.691664301","-12.242045288","-12.49002571"," -1.105265532"," -1.20377046"," -1.81248269","-11.81420548","-12.242845793"," -0.869303409","-12.03154662","-11.638317936","-12.502956823","-12.56303720"," -0.46400703","-12.394204847","-12.36732792","-12.432994087","-1.268871e+01","-11.837061621","-12.651501760","-12.513444723"," -0.720453668","-12.59060194","-12.492416465"," -0.18560684"," -1.382185334","-11.762402282","-11.70379633"," -0.466531914","-12.41673921","-12.569162255","-1.191079e+01"," -0.468702524","-11.839972532","-1.243188e+01","-12.176565208","-12.210531604","-1.203764e+01","-12.324568919","-12.511326783"," -0.459246874","-1.264699e+01"," -2.130980431"," -1.01317654","-12.665000818"," -0.218039446","-1.168492e+01","-12.557780398","-12.299523403","-11.881549962"," -0.689028387","-11.25371685","-11.5953770","-12.205994783"
"52"," -0.338611361"," -0.47084304"," -0.163916092"," -0.54949277"," -0.035205295","-9.796572e-02"," -0.076687148"," -0.41313067"," -0.043988770"," -0.260118093","-12.25464370"," 2.003753e-02"," -1.037227578"," -0.042398089","  0.33226819"," -0.235627702"," -0.373656750"," -0.02289794","-1.171802e+00"," -0.120308691","-2.903288e-01","  0.091731954"," -0.05037068","-1.692644e-01","  0.013219282"," -0.002856568"," -0.325693124"," -0.519572671"," -0.058797940"," -0.84880047"," -0.55779945"," -0.242536016"," -0.457320994","  0.588591218"," -0.015568633"," -0.03255279","  0.416175245","  0.003615344"," -0.25207727"," -0.328990254"," -0.35991933"," -0.013157397"," -0.154401267","-2.658640e-01","-5.645198e-01","-7.268136e-01","  0.07100874","  0.020145031"," -0.182302110"," -0.131429289"," -0.026815524"," -0.224928279"," -0.166543391"," -0.631144469","-11.33529846","-12.030446222"," -0.09168931","-12.58891463"," -0.275943603","  0.257374332"," -0.24728483"," -0.672528317","-11.27305062","-12.20068130"," -1.00301418","-12.554483700"," -0.032857069"," -0.03018603"," -0.100257773","  0.012953466","  0.07499099"," -1.08421233"," -0.198692132"," -0.07634101"," -0.244289302"," 2.209646e-01","  0.194787626"," -0.291549066"," -0.353159638","-11.574604782"," -0.73701090"," -0.504042239","  0.06248997"," -0.483717635","-11.337352153"," -0.02223804"," -0.378986391","  0.32780529"," -0.380109740"," 1.160521e-01"," -0.478439788"," -0.742828214","-3.249270e-01"," -0.381216119"," -0.036806855","-6.143928e-02"," -0.857449362"," -0.289741161"," -0.099674158","-2.363094e-01"," -0.142303592"," -0.38238094"," -1.513871861","-12.322638944","-1.068168e-01"," -0.210864281","  0.164233431","  0.017570363","  0.034036480"," -1.46965963","-11.6385394"," -0.240083994"
"53","-12.201428189","-11.60616564","-12.214582558","-12.06109849","-12.200317902","-1.012496e+00","-12.127341690","-12.43146138"," -0.490355207","-11.481555122","-12.21029679","-4.647959e-01","  0.633257467","-11.692910654","  0.44886716","-12.322309674"," -1.250099860","-11.38317576","-1.243029e+01","-12.342044311","-1.163702e+01","  0.007047336"," -0.39301959","-3.732153e-01"," -0.682604478"," -0.021609914","-10.962097592"," -1.068947031"," -2.003308911","-12.10038244","-12.18728545","-11.860184158"," -0.610061460","-12.475518574","-11.752130403","-12.56764515","-12.281246259","-11.570086270","-12.31096440","-12.000202520","-12.38369673","-11.970090586","-12.355389229","-1.171108e+01","-1.256330e+01","-1.249868e+01","-11.85399740"," -0.767993684","-12.331107884","  0.243711296","-12.308799195"," -0.146312311","  0.015042017"," -1.315030362","-12.06835293","-12.232923394","-12.31037282","-12.58379921","-12.313934451","-11.985436051","-12.38962797","  0.228410084","  0.28635435"," -0.65475491","-11.45955565","-12.616232897","-12.247211237"," -1.14705010","-11.080269792","-12.744538920","-12.49602746","-10.78660339","-12.132315419","-11.15483462","-12.335757512","-1.260667e+01","-12.138083333","-11.301243370","-11.276081350","-10.771576485","-12.35681234","  0.440100164"," -0.92244743"," -0.042929122"," -1.686858138"," -0.90023232","  0.469968212","-12.44367630","-11.668589673","-8.031373e-01","-12.328531837","-12.027559635","-2.445868e-01"," -0.543779446"," -0.600274832","-1.176514e+01","-12.744672817","  0.009992520"," -0.043839473","-6.539530e-01","-12.601443224"," -0.60617178","-12.164454207"," -1.545359825","-1.010163e+00"," -0.512508318","-11.769621671"," -0.427953272","-12.027033357"," -0.80158530","-11.6484423"," -0.866249450"
"54","-12.335079049","-12.82233008","-12.478918582","-12.46298298","-12.620236562","-1.226499e+01","-12.379835281","-12.49309124","-12.375406601","-12.611476715","-12.27682318","-3.933304e-01","-12.199343954","-12.615536034"," -0.10378435","-12.775325306","-12.233377030","-12.37412099","-1.116668e+01","-12.270732565","-1.266768e+01"," -0.136575934","-12.33963985","-1.242289e+01","-12.556302465","-12.418757863","-12.599809271","-12.712421180","-12.560751438"," -1.44202350"," -0.20003999","-12.319684462","-12.095526565","-12.358680394","-12.491144738","-12.63185377","-12.236836077","-12.373266019","-12.51612654","-11.847763795","-12.61613328","-10.477525108","-11.972935356","-1.258621e+01","-1.281787e+01","-1.213062e-01","-12.66634054","-12.121721755","-12.741736580","-12.089493202"," -0.385375014","-11.842217309","-12.708337458","-12.560663764","-11.81070686"," -1.714433960","-12.18003631","-12.51557304","-12.731483389","-12.419485616","-11.56628315","-12.235072042","-12.47710675","-12.33377728","-11.78296203","-12.436734351","-12.381079969","-12.63082219","-12.322943107","-12.339587156","-11.83566608"," -0.54170426","-12.690126136","-12.63610905","-11.866269810","-1.271830e+01"," -1.910375794","-12.690362422","-12.655845827","-11.765974119","-12.73070462","-12.401830325","-12.60211782","-12.354079715","-11.630244285","-12.55189861","-12.349203908","-12.50218992","-12.631131403","-1.404164e+00","-12.538532041","-12.048140243","-1.224479e+01","-12.692851223","-12.591542176","-1.232064e+01","-12.675950472","-12.544149984","-12.656501201","-1.220325e+01"," -0.970377033","-12.80939336","-12.632163718","-12.629279398","-1.246165e+01","-12.093862571","-12.518109075","-12.467946801","-12.176492810","-12.05375855","-11.7156111","-12.263817967"
"55","  0.351736323","  0.11472892"," -0.265538778"," -0.07020037","  0.167391300"," 1.969882e-01","  0.266696190"," -0.19126701"," -0.005062571","  0.087091075","-12.28367165"," 1.926342e-01","  0.090566201","  0.204802971"," -0.46937292","  0.210454834","  0.242442972","  0.04244189","-2.992110e-01","  0.275837746","-6.635383e-02","  0.258456942","  0.04619005","-3.945706e-02","  0.140516820","  0.372913994","  0.107120268","  0.048835302","  0.036842804"," -0.87920400"," -0.21648374","  0.197146340"," -0.004440345","-12.414761212","  0.091789826","-11.82564353","-12.114726936","  0.217257027","  0.08242033","  0.212721119","  0.35371724"," -0.956229905","  0.256553329"," 2.256305e-01"," 2.209518e-02","-7.577673e-01","  0.20535865","  0.262802617","  0.198859526","  0.044708723","  0.283493828","-12.072008317"," -0.871505488"," -0.218707788"," -0.64876309","-11.039594223","  0.30670983"," -0.21789941"," -0.274706739","  0.066817021","  0.24930435","  0.071678153","  0.16935098","-12.02538166"," -0.53771752"," -0.177816399","  0.513080487","  0.23429026"," -0.067512665","  0.217945908","  0.30604236","  0.42879618","  0.079359874","  0.39658454","  0.304951833"," 1.392347e-01","  0.183373901","  0.014282279"," -0.176749943","  0.123265537","-11.96047617","-12.427411151"," -0.07354209"," -0.199672931"," -1.923336993","  0.16962053","  0.082448403","-12.19961109","  0.003126022"," 1.625071e-01","  0.215092551","  0.371868593","-1.225843e+01"," -0.189044119","  0.356003932"," 1.859941e-01","  0.023023672"," -0.014740135","-12.610787437"," 1.659642e-01","  0.260970328","  0.37104060"," -0.187328780","-12.445622610"," 1.541996e-02","  0.297456689","  0.154325479","  0.223790235"," -0.005060491"," -0.41537552"," -9.0523181"," -0.047304479"
"57","-12.619935003","-12.84164979","-12.548646090","-12.71366629","-12.764118000","-1.271843e+01","-12.760075428"," -1.15123578","-12.607064610","-12.317150077"," -0.70056534","-1.271944e+01","-12.367889969","-12.699679328","-12.59295636","-12.752373994","-12.725035906","-12.78609229","-1.278403e+01","-12.749250049","-1.274200e+01","-12.756758077","-12.76495911","-1.267458e+01","-12.837982026","-12.648271989","-12.303529928","-12.774750842","-12.633094903","-12.26824402","-12.46551061","-12.729022057","-12.035132490","-12.470432346","-12.750605526","-12.24653022","-12.276412952","-12.756758077","-12.75128485","-12.739613535","-12.61127967","-12.453975991","-12.621142496","-1.271931e+01","-1.271881e+01","-1.248802e+01","-12.61713051","-12.725804569","-12.728634697","-12.650206968","-12.713167818","-12.787567974","-12.537201124","-12.757585042","-12.16149817","-12.215452729","-12.70028344"," -1.54572694","-12.751012995","-12.765520761","-12.60911802","-12.611476715","-12.71416534","-12.03248091","-12.39910234","-12.183425032","-12.406261784","-12.54907266","-12.640617151","-12.407399849","-12.56005054","-12.62084031","-12.794421477","-12.40999469","-12.580391512","-1.240891e+01","-12.729151253","-12.710436398","-12.742935370","-12.564361408","-12.61365017","-12.715540677","-12.78227880","-12.816919233","-11.974904846","-12.49602746","-12.565600985","-12.63998530","-12.763138756","-1.271517e+01","-12.681009825","-12.348907709","-1.254449e+01","-12.695832798"," -0.985590380","-1.279083e+01","-12.500049785","-12.822971106","-12.676293562","-1.277763e+01","-12.687300681","-12.77907796","-12.798646752","-12.699317265","-1.274966e+01","-12.750062827","-12.812826540","-12.588914630","-12.671401654","-12.20815019","-11.6802269","-12.790534478"
"58","  0.027491425","  0.19123032","-12.213556416"," -0.06116912","  0.351479827"," 2.790858e-01","  0.203339569"," -1.33088737","  0.127879964","-12.109127386"," -0.79177359"," 8.561888e-02","-11.880761486","  0.266945150"," -0.12041013","  0.298929252"," -0.191425960","  0.25765261"," 2.060349e-01","  0.378375481"," 3.157858e-01","-12.099244791","  0.34634837","-7.775671e-01","  0.116653907"," -0.232757393","-10.679009369","  0.054433816","  0.118541820","  0.42211536","-11.95494278","  0.154948049"," -0.550564689","-12.395311712","  0.210111623","  0.10732511"," -0.756438181","  0.167101722","  0.06472438","  0.299458480","  0.33790159"," -2.692187645","  0.147968573"," 2.969728e-01"," 1.566915e-02","-9.163515e-01","  0.20102986","-11.901953533","  0.275933460"," -0.250286840","  0.155776296","-11.434796220"," -0.244069255","  0.156753377"," -0.29344029"," -0.481606228","  0.61464141","  0.21895596","  0.341680017","  0.102167314","  0.17449915","  0.800415381"," -0.64165072","  0.58588334"," -0.73826419"," -0.009691594","  0.100632060","  0.15915455","  0.433089868"," -0.736354112","-12.27702844"," -0.07735214","  0.402481407","  0.04329422","  0.223512264","-1.263247e+01","  0.266867671","  0.183559528","  0.287988962"," -0.503997429","-12.44481618"," -1.148693086","  0.05806348","  0.583641013"," -1.346795764","  0.08327561"," -0.222735332","  0.68674988","  0.085715707"," 7.577067e-02","  0.401789384","  0.330317473","-1.242619e+01","  0.258875295"," -0.056487532"," 7.371771e-02","  0.320103071","  0.123081409","-12.286786721"," 2.385351e-01","  0.041982957","  0.25281104","  0.494706086","  0.214008274"," 4.603941e-01","  0.214491024","  0.064270127"," -0.436953818","  0.563048779"," -1.53129258","-10.9717545","  0.412377440"
